emart_id,emart_title,skbd_slug,skbd_name,skbd_regular,skbd_sale,emart_regular,emart_sale,price_action,image_url,image_action,error
43771,Cos De BAHA Centella Gel Cream (CG) 45ml,cos-de-baha-centella-gel-cream-cg-45ml,Cos De BAHA Centella Gel Cream (CG) 45ml,1300.0,950.0,1100,,set_sale ৳950.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2023/01/Cos-De-BAHA-Centella-Gel-Cream-CG-45ml.jpg,check_whitebg,
63001,VALENTINE GLOW SKINCARE GIFT SET!,valentine-glow-skincare-gift-set,VALENTINE GLOW  SKINCARE GIFT SET!,6500.0,150.0,6500.0,5500.0,skip_placeholder (৳150.0 below ৳400 minimum),https://skincarebd.com/wp-content/uploads/2024/02/362219976_793706035898166_8185500027394220536_n.jpg,check_whitebg,
63415,G9 SKIN I&#8217;m Pine Pore Tension Ampoule 40ml,g9-skin-im-pine-pore-tension-ampoule-40ml,G9 SKIN I'm Pine Pore Tension Ampoule 40ml,1900.0,150.0,1700.0,800.0,skip_placeholder (৳150.0 below ৳400 minimum),https://skincarebd.com/wp-content/uploads/2023/03/7JWE7JWE7YyM7J247JWw7ZSM7IKs7KeE.jpg,check_whitebg,
63003,ANUA HEARTLEAF 70% DAILY LOTION 20ML MINI SIZE,anua-heartleaf-70-daily-lotion-20ml-mini-size,ANUA HEARTLEAF 70% DAILY LOTION 20ML MINI SIZE,700.0,500.0,500.0,,skip,https://skincarebd.com/wp-content/uploads/2024/02/ANUA_Heartleaf70_DailyLotion20mlMiniSize_800x.webp,check_whitebg,
63279,Numbuzin No.4 Full-Nutrient Firming Cream 60m,numbuzin-no-4-full-nutrient-firming-cream-60m,Numbuzin No.4 Full-Nutrient Firming Cream 60m,2200.0,1300.0,1900.0,,set_sale ৳1300.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2023/08/numbuzin-no4-cream.webp,check_whitebg,
2623,Some by Mi H7 Hydro Max Cream 50ml,some-by-mi-h7-hydro-max-cream-50ml,SOME BY MI H7 Hydro Max Cream 50ml,1900.0,1200.0,1500,,set_sale ৳1200.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2018/12/16-1000x1000-1.png,check_whitebg,
63419,Be The Skin BHA+ Pore Zero 30 Second Exfoliator 100g,be-the-skin-bha-pore-zero-30-second-exfoliator-100g,Be The Skin BHA+ Pore Zero 30 Second Exfoliator 100g,2700.0,1300.0,1500.0,1300.0,skip,https://skincarebd.com/wp-content/uploads/2023/03/thumb-7KCc66qp7JeG7J2M2_500x500.jpg,check_whitebg,
63781,Isntree Hyaluronic Acid Water Essence 15ml,isntree-hyaluronic-acid-water-essence-15ml,Isntree Hyaluronic Acid Water Essence 15ml,1900.0,500.0,500.0,,skip_suspicious (৳500.0 is 26% of reg ৳1900.0),https://skincarebd.com/wp-content/uploads/2022/03/277306063_5688779491137084_2039603467729755282_n.jpg,check_whitebg,
63585,Klairs Fundamental Water Gel Cream &#8211; Miniature (20ml),klairs-fundamental-water-gel-cream-miniature-20ml,Klairs Fundamental Water Gel Cream - Miniature (20ml),2100.0,900.0,900.0,,skip,https://skincarebd.com/wp-content/uploads/2022/10/Fundamental-Water-Gel-Cream-miniature-thumbnail-01-product.webp,check_whitebg,
63173,Mise en scene Perfect Super Rich Serum Conditioner 680ml,mise-en-scene-perfect-super-rich-serum-conditioner-680ml,Mise en scene Perfect Super Rich Serum Conditioner 680ml,2900.0,1100.0,2500.0,,skip_suspicious (৳1100.0 is 38% of reg ৳2900.0),https://skincarebd.com/wp-content/uploads/2023/10/thumb-7Luo65SU7IWU64SI_500x500.jpg,check_whitebg,
63651,Be The Skin Botanical Nutrition Power Serum 50ml,be-the-skin-botanical-nutrition-power-serum-50ml,Be The Skin Botanical Nutrition Power Serum 50ml,2300.0,990.0,1900.0,,set_sale ৳990.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2022/07/thumb-powerserum_500x500.jpg,check_whitebg,
4379,Benton Deep Green Tea Cleansing Foam 120g,benton-deep-green-tea-cleansing-foam-120g,Benton Deep Green Tea Cleansing Foam 120g,1700.0,1100.0,1100,,skip,https://skincarebd.com/wp-content/uploads/2023/07/Benton-Deep-Green-Tea-Cleansing-Foam.jpg,check_whitebg,
56238,Jumiso Snail Mucin 95 + Peptide Essence 140ml,jumiso-snail-mucin-95-peptide-essence-140ml,Jumiso Snail Mucin 95 + Peptide Essence 140ml,2500.0,1500.0,1900,,set_sale ৳1500.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2023/12/Jumiso-Snail-Mucin-95-Peptide-Essence-140ml.jpg,check_whitebg,
4061,Skinfood Tomato Jelly Tint Lip #3 Orange Tomato,skinfood-tomato-jelly-tint-lip-3-orange-tomato,Skinfood Tomato Jelly Tint Lip #3 [ Orange Tomato ],1500.0,150.0,550,,skip_placeholder (৳150.0 below ৳400 minimum),https://skincarebd.com/wp-content/uploads/2021/12/Tomato-Jelly-Tint-Lip-3-Orange-Tomato.jpg,check_whitebg,
63103,belif Problem Solution Toner Pad 150ml (70pcs),belif-problem-solution-toner-pad-150ml-70pcs,belif Problem Solution Toner Pad 150ml (70pcs),2700.0,1200.0,2500.0,,set_sale ৳1200.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2023/12/belifS19-TP.png,check_whitebg,
63399,TOCOBO BIO WATERY SUN CREAM DELUXE SPF50+ PA++++ 10g,tocobo-bio-watery-sun-cream-deluxe-spf50-pa-10g,TOCOBO BIO WATERY SUN CREAM DELUXE SPF50+ PA++++ 10g,1700.0,400.0,400.0,,skip_suspicious (৳400.0 is 24% of reg ৳1700.0),https://skincarebd.com/wp-content/uploads/2023/04/beautyholic_tocobo-bio-watery-sun-cream-spf50-pa-mini-10ml_2-900x900-848-removebg-preview.png,check_whitebg,
63965,Bellflower Camu Camu Blemish Care Serum 50ml,bellflower-camu-camu-blemish-care-serum-50ml,Bellflower Camu Camu Blemish Care Serum 50ml,1700.0,1100.0,1700.0,,set_sale ৳1100.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2021/11/bellflower-camu-camu-blemish-care-serum-skincare-bellflower-997970_1200x.jpg,check_whitebg,
63679,Neutrogena Hydro Boost Hydrating Cleansing Gel 162ml,neutrogena-hydro-boost-hydrating-cleansing-gel-162ml,Neutrogena Hydro Boost Hydrating Cleansing Gel 162ml,2150.0,900.0,1500.0,,set_sale ৳900.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2022/06/3168052783.jpg,check_whitebg,
4351,COSRX Pure Fit Cica Cleanser 150ml,cosrx-pure-fit-cica-cleanser-150ml,COSRX Pure Fit Cica Cleanser 150ml,1700.0,1100.0,1400,,set_sale ৳1100.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2020/10/Cosrx-Pure-Fit-Cica-Cleanser_sku25193-1.jpg,check_whitebg,
26135,CeraVe moisturising cream 454g,cerave-moisturising-cream-454g,CeraVe moisturising cream 454g,3200.0,2100.0,3400,3100.0,update_sale ৳3100.0→৳2100.0,https://skincarebd.com/wp-content/uploads/2021/08/CeraVe-Moisturising-Cream-454g.jpg,check_whitebg,
63819,Cerave Ultra-Light Moisturizing Lotion with Sunscreen SPF 30 &#8211; 50 ml,cerave-ultra-light-moisturizing-lotion-with-sunscreen-spf-30-50-ml,Cerave Ultra-Light Moisturizing Lotion with Sunscreen SPF 30 - 50 ml,2800.0,1900.0,2700.0,,set_sale ৳1900.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2022/01/CeraVe_Ultra-Light_Moisturizing_Lotion-Carton-Front-700x875-v1.jpg,check_whitebg,
63387,Heimish Dalism Liquid Lipstick 4g &#8211; #01 Peach Brown,heimish-dalism-liquid-lipstick-4g-01-peach-brown,Heimish Dalism Liquid Lipstick 4g - #01 Peach Brown,1500.0,480.0,1200.0,980.0,skip_suspicious (৳480.0 is 32% of reg ৳1500.0),https://skincarebd.com/wp-content/uploads/2023/05/0706_Dalism_Liquid_Lipstick_4g_01_PEACH_BROWN_01-550x550-1.png,check_whitebg,
62925,Christian Dean Secret Tone-up Sun Cream SPF 50+ PA+++,christian-dean-secret-tone-up-sun-cream-spf-50-pa,Christian Dean Secret Tone-up Sun Cream SPF 50+ PA+++,2200.0,150.0,600.0,400.0,skip_placeholder (৳150.0 below ৳400 minimum),https://skincarebd.com/wp-content/uploads/2024/03/chrishtian-dean.jpg,check_whitebg,
63323,Numbuzin No.9 Secret Firming Serum 50ml,numbuzin-no-9-secret-firming-serum-50ml,Numbuzin No.9 Secret Firming Serum 50ml,2500.0,990.0,2100.0,1700.0,skip_suspicious (৳990.0 is 40% of reg ৳2500.0),https://skincarebd.com/wp-content/uploads/2023/07/NUMBUZINNo.9SecretFirmingSerum50ml_640x.webp,check_whitebg,
59515,HARUHARU WONDER Black Rice Hyaluronic Cream (Unscented) 50ml,haruharu-wonder-black-rice-hyaluronic-cream-unscented-50ml,Haruharu Wonder Black Rice Hyaluronic Cream (Unscented) 50ml,2700.0,1500.0,1750,,set_sale ৳1500.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2023/01/478c8259f4bf5915b6b7a6cff8bd67b8.webp,check_whitebg,
62903,Nine Less A-Control Heartleaf &#038; BHA Cleanser 120ml,nine-less-a-control-heartleaf-bha-cleanser-120ml,Nine Less A-Control Heartleaf &amp;amp; BHA Cleanser 120ml,1100.0,900.0,1100.0,,set_sale ৳900.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2024/03/Nine-Less-A-Control-Heartleaf-BHA-Cleanser-120ml.jpg,check_whitebg,
62899,[NINE LESS] Essentials UV Shield Soothing Sun Cream SPF 50+ PA++++ 50g,nine-less-essentials-uv-shield-soothing-sun-cream-spf-50-pa-50g,[NINE LESS] Essentials UV Shield Soothing Sun Cream SPF 50+ PA++++ 50g,1900.0,850.0,1500.0,,set_sale ৳850.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2024/03/KakaoTalk_20221028_152601822_800x.webp,check_whitebg,
63895,"The Inkey List Vitamin B, C And E Moisturizer &#8211; 50 ml",the-inkey-list-vitamin-b-c-and-e-moisturizer-50-ml,"The Inkey List Vitamin B, C And E Moisturizer - 50 ml",2500.0,1500.0,1500.0,,skip,https://skincarebd.com/wp-content/uploads/2022/01/inkink035_inkeylist_vitmainmoisturiser_2_1560x1960-7jcdljpg_680x.jpg,check_whitebg,
51010,Purito Dermide Balancing Barrier Balm 60ml,purito-dermide-balancing-barrier-balm-60ml,Purito Dermide Balancing Barrier Balm 60ml,2500.0,1500.0,1700,1600,update_sale ৳1600→৳1500.0,https://skincarebd.com/wp-content/uploads/2022/10/4c4ae261c12736d0209e79ebc30bf931.jpg,check_whitebg,
51309,CeraVe SA Lotion for Rough & Bumpy Skin 237ml,cerave-sa-lotion-for-rough-bumpy-skin-237ml,Cerave SA Lotion for Rough &amp;amp; Bumpy Skin 237ml,3700.0,1700.0,3450,,set_sale ৳1700.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2022/04/sa-lotion-for-rough-and-bumpy-skin-front-700x875-v1.webp,check_whitebg,
50548,NEOGEN CICA REPAIR SNAIL ESSENCE 100ML,neogen-cica-repair-snail-essence-100ml,Neogen Cica Repair Snail Cream 50ml,2200.0,1400.0,1900,,set_sale ৳1400.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2021/11/50g_17fb9ee2-6849-4fb1-9bde-763c86a00490_600x.png,check_whitebg,
63321,Numbuzin No.8 Fine Cica Serum 50ml,numbuzin-no-8-fine-cica-serum-50ml,Numbuzin No.8 Fine Cica Serum 50ml,2100.0,1400.0,2100.0,,set_sale ৳1400.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2023/07/4bd862e019cddf48c6462dbf550874e1.jpg,check_whitebg,
63885,The Inkey List Rosehip Oil &#8211; 30 ml,the-inkey-list-rosehip-oil-30-ml,The Inkey List Rosehip Oil - 30 ml,2100.0,1700.0,2100.0,,set_sale ৳1700.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2022/01/The-Inkey-List-Rosehip-Oil.jpg,check_whitebg,
63343,Missha Damaged Hair Therapy Shampoo 400ml,missha-damaged-hair-therapy-shampoo-400ml,Missha Damaged Hair Therapy Shampoo 400ml,1900.0,1200.0,1900.0,1700.0,update_sale ৳1700.0→৳1200.0,https://skincarebd.com/wp-content/uploads/2023/07/shampoo_79221_20180423154331938.webp,check_whitebg,
62841,Jigott Whitening UV Sun Block Spf 50+ Pa+++ 70ml,jigott-whitening-uv-sun-block-spf-50-pa-70ml,Jigott Whitening UV Sun Block Spf 50+ Pa+++ 70ml,1700.0,700.0,700.0,,skip,https://skincarebd.com/wp-content/uploads/2024/04/Jigott-Whitening-UV-Sun-Block-Spf-50-Pa-70ml.jpg,check_whitebg,
63791,La Roche Posay Toleriane Hydrating Gentle Cleanser &#8211; 400 ml,la-roche-posay-toleriane-hydrating-gentle-cleanser-400-ml,La Roche Posay Toleriane Hydrating Gentle Cleanser - 400 ml,4800.0,3000.0,3000.0,,skip,https://skincarebd.com/wp-content/uploads/2022/02/tolerianehydratinggentlefacialcleanser_badge_image.jpg,check_whitebg,
63961,Bellflower Hibiscus Anti-Aging Gel Cream 60ml,bellflower-hibiscus-anti-aging-gel-cream-60ml,Bellflower Hibiscus Anti-Aging Gel Cream 60ml,2500.0,1300.0,1300.0,,skip,https://skincarebd.com/wp-content/uploads/2021/11/s983172682221958523_p7_i2_w1500.jpeg,check_whitebg,
63075,Haruharu Wonder Black Rice Hyaluronic Toner &#8211; For Sensitive 300ml,haruharu-wonder-black-rice-hyaluronic-toner-for-sensitive-300ml,Haruharu Wonder Black Rice Hyaluronic Toner - For Sensitive 300ml,2500.0,500.0,2500.0,,skip_suspicious (৳500.0 is 20% of reg ৳2500.0),https://skincarebd.com/wp-content/uploads/2024/01/unscented.webp,check_whitebg,
63905,The INKEY List Salicylic Acid Cleanser &#8211; 150 ml,the-inkey-list-salicylic-acid-cleanser-150-ml,The INKEY List Salicylic Acid Cleanser - 150 ml,2500.0,1500.0,2500.0,,set_sale ৳1500.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2022/01/a5859e285bbeb7b0e93f259acfcadafd.jpg,check_whitebg,
63903,The Inkey List Caffeine Eye Cream &#8211; 15 ml,the-inkey-list-caffeine-eye-cream-15-ml,The Inkey List Caffeine Eye Cream - 15 ml,2500.0,1700.0,1700.0,,skip,https://skincarebd.com/wp-content/uploads/2022/01/719PtEyVxS._SL1500_.jpg,check_whitebg,
63913,The INKEY List Retinol &#8211; 30 ml,the-inkey-list-retinol-30-ml,The INKEY List Retinol - 30 ml,2700.0,1900.0,1900.0,,skip,https://skincarebd.com/wp-content/uploads/2022/01/c03ce129530dd5a79671635febaf835f.jpg,check_whitebg,
63429,CeraVe Foaming Cleanser Bar – 128gm,cerave-foaming-cleanser-bar-128gm,CeraVe Foaming Cleanser Bar – 128gm,3700.0,1050.0,1050.0,,skip_suspicious (৳1050.0 is 28% of reg ৳3700.0),https://skincarebd.com/wp-content/uploads/2023/03/CeraVe-Foaming-Cleanser-Bar-128gm.jpg,check_whitebg,
62835,Garnier Papaya Hair Food 3-in-1 Hair Treatment Mask 400ml,garnier-papaya-hair-food-3-in-1-hair-treatment-mask-400ml,Garnier Papaya Hair Food 3-in-1 Hair Treatment Mask 400ml,1900.0,250.0,1900.0,1650.0,skip_placeholder (৳250.0 below ৳400 minimum),https://skincarebd.com/wp-content/uploads/2024/04/Garnier-Ultimate-Blends-Hair-Food-Papaya-3-in-1-Hair-Mask-Treatment.webp,check_whitebg,
63955,Purito Daily Go-To Sunscreen SPF 50 PA++++ 60 ml,purito-daily-go-to-sunscreen-spf-50-pa-60-ml,Purito Daily Go-To Sunscreen SPF 50 PA++++ 60 ml,1900.0,850.0,1700.0,1530.0,update_sale ৳1530.0→৳850.0,https://skincarebd.com/wp-content/uploads/2021/11/purito-daily-go-to-sunscreen-60ml-310.jpg,check_whitebg,
62839,Farm Stay Collagen Hyaluronic Acid All-In One Ampoule 250ml,farm-stay-collagen-hyaluronic-acid-all-in-one-ampoule-250ml,Farm Stay Collagen Hyaluronic Acid All-In One Ampoule 250ml,1700.0,1000.0,1700.0,1500.0,update_sale ৳1500.0→৳1000.0,https://skincarebd.com/wp-content/uploads/2024/04/Farm-Stay-Collagen-Hyaluronic-Acid-All-In-One-250ml.jpg,check_whitebg,
63765,Tiam Blackhead Out Sheet- 55ml,tiam-blackhead-out-sheet-55ml,Tiam Blackhead Out Sheet- 55ml,1700.0,1400.0,1400.0,,skip,https://skincarebd.com/wp-content/uploads/2022/05/TIAM-Blackhead-Out-Sheet-55ml.jpg,check_whitebg,
63155,Neutrogena Clear Face Oil-Free Sunscreen SPF 30 (88ml),neutrogena-clear-face-oil-free-sunscreen-spf-30-88ml,Neutrogena Clear Face Oil-Free Sunscreen SPF 30 (88ml),2200.0,1450.0,1700.0,,set_sale ৳1450.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2023/11/e43bf1d6b54edffc3b03e98fedad329f.jpg_750x750.jpg_.webp,check_whitebg,
59578,The Ordinary Ascorbyl Glucoside Solution 12% 30ml,the-ordinary-ascorbyl-glucoside-solution-12-30ml,The Ordinary Ascorbyl Glucoside Solution 12% 30ml,2500.0,1700.0,3600,3000.0,update_sale ৳3000.0→৳1700.0,https://skincarebd.com/wp-content/uploads/2022/06/The-Ordinary-Ascorbyl-Glucoside-Solution-12-30ml.jpg,check_whitebg,
63291,Isntree Hyper Vitamin C 23 Serum 20ml,isntree-hyper-vitamin-c-23-serum-20ml,Isntree Hyper Vitamin C 23 Serum 20ml,3700.0,1700.0,1900.0,1496,skip,https://skincarebd.com/wp-content/uploads/2023/08/XXL_p0194031916.webp,check_whitebg,
63897,The Inkey List Alpha Arbutin &#8211; 30 ml,the-inkey-list-alpha-arbutin-30-ml,The Inkey List Alpha Arbutin - 30 ml,2700.0,2100.0,2100.0,,skip,https://skincarebd.com/wp-content/uploads/2022/01/THE-INKEY-LIST-Alpha-Arbutin-pack_envie.jpg,check_whitebg,
63569,Innisfree Black Tea Youth Enhancing Skin 150ml,innisfree-black-tea-youth-enhancing-skin-150ml,Innisfree Black Tea Youth Enhancing Skin 150ml,2300.0,150.0,2300.0,,skip_placeholder (৳150.0 below ৳400 minimum),https://skincarebd.com/wp-content/uploads/2022/11/Innisfree-Black-Tea-Youth-Enhancing-Skin150ml.jpg,check_whitebg,
59066,Tocobo Cotton Soft Sun Stick SPF50+ PA++++ 19g,tocobo-cotton-soft-sun-stick-spf50-pa-19g,Tocobo Cotton Soft Sun Stick SPF50+ PA++++ 19g,1700.0,1200.0,1700,1500.0,update_sale ৳1500.0→৳1200.0,https://skincarebd.com/wp-content/uploads/2022/07/s-l500.jpg,check_whitebg,
63301,Etude Soon Jung PH 5.5 Relief Toner 200ml,etude-soon-jung-ph-5-5-relief-toner-200ml,Etude Soon Jung PH 5.5 Relief Toner 200ml,1700.0,100.0,1700.0,,skip_placeholder (৳100.0 below ৳400 minimum),https://skincarebd.com/wp-content/uploads/2023/08/Etude-House-Soonjung-Toner-200ml-1000x1000-1.jpg,check_whitebg,
63157,Clean &amp; Clear Night Relaxing Deep Cleaning Face Wash 240ml,clean-clear-night-relaxing-deep-cleaning-face-wash-240ml,Clean &amp;amp; Clear Night Relaxing Deep Cleaning Face Wash 240ml,2200.0,700.0,1500.0,900.0,skip_suspicious (৳700.0 is 32% of reg ৳2200.0),https://skincarebd.com/wp-content/uploads/2023/11/Clean-Clear-Night-Relaxing-Deep-Cleansing-Face-Wash-240ml-1.webp,check_whitebg,
63355,Benton Goodbye Redness Centella Powder Wash 80g,benton-goodbye-redness-centella-powder-wash-80g,Benton Goodbye Redness Centella Powder Wash 80g,2500.0,800.0,1900.0,,skip_suspicious (৳800.0 is 32% of reg ৳2500.0),https://skincarebd.com/wp-content/uploads/2023/06/906823aca82f9f56f1e7b2da0a67b026.jpg,check_whitebg,
63175,COSRX The Hyaluronic Acid 3 Serum 20ml,cosrx-the-hyaluronic-acid-3-serum-20ml,COSRX The Hyaluronic Acid 3 Serum 20ml,2500.0,1500.0,1900.0,,set_sale ৳1500.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2023/10/COSRX-The-Hyaluronic-Acid-3-Serum-20ml.jpeg,check_whitebg,
62817,Simple Water Boost Micellar Facial Gel Wash 150ml,simple-water-boost-micellar-facial-gel-wash-150ml,Simple Water Boost Micellar Facial Gel Wash 150ml,1800.0,600.0,700.0,600.0,skip_suspicious (৳600.0 is 33% of reg ৳1800.0),https://skincarebd.com/wp-content/uploads/2024/05/Simple-Water-Boost-Micellar-Facial-Gel-Wash-3.webp,check_whitebg,
62815,Simple Kind To Skin Refreshing Facial Gel Wash 150ml,simple-kind-to-skin-refreshing-facial-gel-wash-150ml,Simple Kind To Skin Refreshing Facial Gel Wash 150ml,2800.0,150.0,700.0,600.0,skip_placeholder (৳150.0 below ৳400 minimum),https://skincarebd.com/wp-content/uploads/2024/05/Simple-Kind-to-Skin-Refreshing-Face-Wash-Gel-150ml-2.webp,check_whitebg,
62979,DHC Deep Cleansing Oil 70ml,dhc-deep-cleansing-oil-70ml,DHC Deep Cleansing Oil 70ml,1900.0,500.0,1700.0,,skip_suspicious (৳500.0 is 26% of reg ৳1900.0),https://skincarebd.com/wp-content/uploads/2024/03/DHC-Deep-Cleansing-Oil-Small-Size-70ml.jpg,check_whitebg,
63233,La Roche Posay Anthelios UVMune 400 Invisible Fluid SPF50+ Sun Cream 50ml,la-roche-posay-anthelios-uvmune-400-invisible-fluid-spf50-sun-cream-50ml,La Roche Posay Anthelios UVMune 400 Invisible Fluid SPF50+ Sun Cream 50ml,4800.0,2500.0,2900.0,,set_sale ৳2500.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2023/09/lrpproductpagesunantheliosuvmune400fluidspspf503337875797597frontpng.webp,check_whitebg,
53342,Anua Heartleaf Pore Control Cleansing Oil Mini 20ml,anua-heartleaf-pore-control-cleansing-oil-mini-20ml,Anua Heartleaf Pore Control Cleansing Oil Mini 20ml,2300.0,450.0,650,500.0,skip_suspicious (৳450.0 is 20% of reg ৳2300.0),https://skincarebd.com/wp-content/uploads/2024/01/XL_p0198745107.webp,check_whitebg,
62805,Skin Aqua Super Moisture Barrier UV Gel SPF50+ PA++++ 100g,skin-aqua-super-moisture-barrier-uv-gel-spf50-pa-100g,Skin Aqua Super Moisture Barrier UV Gel SPF50+ PA++++ 100g,1900.0,1150.0,1700.0,,set_sale ৳1150.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2024/05/new-skinnn.jpg,check_whitebg,
63883,The Inkey List Fulvic Acid Brightening Cleanser &#8211; 150 ml,the-inkey-list-fulvic-acid-brightening-cleanser-150-ml,The Inkey List Fulvic Acid Brightening Cleanser - 150 ml,2500.0,1700.0,2500.0,,set_sale ৳1700.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2022/01/inkink060_the-inkey-list-fulvic-acid-brightening-cleanser_1_1560x1960-d95l5.jpg,check_whitebg,
63521,Innisfree Jeju Volcanic Pore Clay Mask 100 ml,innisfree-jeju-volcanic-pore-clay-mask-100-ml,Innisfree Jeju Volcanic Pore Clay Mask 100 ml,2700.0,700.0,1400.0,,skip_suspicious (৳700.0 is 26% of reg ৳2700.0),https://skincarebd.com/wp-content/uploads/2022/11/30855_l.png,check_whitebg,
62801,Kose Softymo Speedy Cleansing Liquid 240ml,kose-softymo-speedy-cleansing-liquid-240ml,Kose Softymo Speedy Cleansing Liquid 240ml,2250.0,1150.0,1700.0,,set_sale ৳1150.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2024/05/XL_p0206805771.webp,check_whitebg,
63873,The Inkey List Collagen Booster &#8211; 30ml,the-inkey-list-collagen-booster-30ml,The Inkey List Collagen Booster - 30ml,2500.0,1700.0,2100.0,,set_sale ৳1700.0 (emart has no sale),https://skincarebd.com/wp-content/uploads/2022/01/270682683_5414003121948057_6092069567881195468_n-removebg-preview.png,check_whitebg,
63135,La Roche Posay Anthelios Melt-in Milk Sunscreen Spf 60 150ml,la-roche-posay-anthelios-melt-in-milk-sunscreen-spf-60-150ml,La Roche Posay Anthelios Melt-in Milk Sunscreen Spf 60 150ml,4800.0,2100.0,3200.0,2800.0,update_sale ৳2800.0→৳2100.0,https://skincarebd.com/wp-content/uploads/2023/11/ANTHMIM_1500x1500.jpg,check_whitebg,
63947,Isntree Hyaluronic Acid Natural Sun Cream 50ml,isntree-hyaluronic-acid-natural-sun-cream-50ml,Isntree Hyaluronic Acid Natural Sun Cream 50ml,1700.0,1200.0,1700.0,1500.0,update_sale ৳1500.0→৳1200.0,https://skincarebd.com/wp-content/uploads/2021/12/product.98.165413703477706.jpg,check_whitebg,
63571,Tocobo Bio Watery Sun Cream SPF50+ PA++++ 50ml,tocobo-bio-watery-sun-cream-spf50-pa-50ml,Tocobo Bio Watery Sun Cream SPF50+ PA++++ 50ml,1900.0,1200.0,1700.0,1500.0,update_sale ৳1500.0→৳1200.0,https://skincarebd.com/wp-content/uploads/2022/11/TOCOBO-BIO-WATERY-SUN-CREAM-SPF50-PA.jpg,check_whitebg,
62927,Round Lab 1025 Dokdo Toner + Birch Juice Moisturizing Sunscreen Set,round-lab-1025-dokdo-toner-birch-juice-moisturizing-sunscreen-set,Round Lab 1025 Dokdo Toner + Birch Juice Moisturizing Sunscreen Set,3500.0,1200.0,3500.0,,skip_suspicious (৳1200.0 is 34% of reg ৳3500.0),https://skincarebd.com/wp-content/uploads/2024/03/round-lab-1025-dokdo-toner-birch-juice-moisturizing-sunscreen-set.webp,check_whitebg,
62869,Pyunkang yul Low pH Mild Body Wash 500ml,pyunkang-yul-low-ph-mild-body-wash-500ml,Pyunkang yul Low pH Mild Body Wash 500ml,2700.0,500.0,2700.0,,skip_suspicious (৳500.0 is 19% of reg ৳2700.0),https://skincarebd.com/wp-content/uploads/2024/03/PYBS15-BWM.png,check_whitebg,
36177,Clean &amp; Clear Morning Burst Facial Cleanser 240ml,clean-clear-morning-burst-facial-cleanser-240ml,Clean &amp;amp; Clear Morning Burst Facial Cleanser 240ml,2100.0,800.0,1650,,skip_suspicious (৳800.0 is 38% of reg ৳2100.0),https://skincarebd.com/wp-content/uploads/2023/11/Clean-Clear-Morning-Burst-Facial-Cleanser-240ml-9.jpg,check_whitebg,
63907,The INKEY List Niacinamide &#8211; 30ml,the-inkey-list-niacinamide-30ml,The INKEY List Niacinamide - 30ml,2500.0,1700.0,1700.0,,skip,https://skincarebd.com/wp-content/uploads/2022/01/615hClHuZS._SL1500_.jpg,check_whitebg,
63041,Mielle Rosemary Mint Strengthening Shampoo 355ml,mielle-rosemary-mint-strengthening-shampoo-355ml,Mielle Rosemary Mint Strengthening Shampoo 355ml,3100.0,500.0,2700.0,2200.0,skip_suspicious (৳500.0 is 16% of reg ৳3100.0),https://skincarebd.com/wp-content/uploads/2024/01/8d6038af-6a42-4a49-bfe5-9b59a5bb2c08.66624ef8ec3330e9e8ab827a44703214.webp,check_whitebg,
63021,Mielle Rosemary Mint Strengthening Hair Masque 340g,mielle-rosemary-mint-strengthening-hair-masque-340g,Mielle Rosemary Mint Strengthening Hair Masque 340g,2500.0,500.0,2500.0,2200.0,skip_suspicious (৳500.0 is 20% of reg ৳2500.0),https://skincarebd.com/wp-content/uploads/2024/02/RMHairMasque-Front_5000x.webp,check_whitebg,
63767,Isntree Onion Newpair Essence Toner 200ml,isntree-onion-newpair-essence-toner-200ml,Isntree Onion Newpair Essence Toner 200ml,2500.0,600.0,1700.0,,skip_suspicious (৳600.0 is 24% of reg ৳2500.0),https://skincarebd.com/wp-content/uploads/2022/05/isntree-onion-newpair-essence-toner-oo35mm_1024x1024.webp,check_whitebg,
