Name: Organic traffic to non-product pages
"Time period: Dec 4, 2025 - Jun 1, 2026"
URL,Clicks,Impressions,CTR,Purchases
e-mart.com.bd/product/maxim-maxim-white-gold-coffee-mix-100-sticks/,1,0,0,0
e-mart.com.bd/product/maybelline-age-rewind-concealer-110-fair/,1,54,0.01851852,0
e-mart.com.bd/product/maybelline-dream-liquid-mousse-foundation-porecelain-ivory-10-light-1/,1,56,0.01785714,0
e-mart.com.bd/product/maybelline-dream-matte-mousse-pure-beige-medium-2/,1,29,0.03448276,0
e-mart.com.bd/product/maybelline-fit-me-concealer-15-light-6-8ml/,1,0,0,0
e-mart.com.bd/product/maybelline-fit-me-dewysmooth-foundation-228-soft-tan/,1,33,0.03030303,0
e-mart.com.bd/product/maybelline-fit-me-dewysmooth-foundation-ivory-115/,1,0,0,0
e-mart.com.bd/product/maybelline-fit-me-dewysmooth-foundation-nude-beige-125/,1,21,0.04761905,0
e-mart.com.bd/product/maybelline-fit-me-matte-liquid-foundation-spf22-classic-ivory-120-30ml/,1,37,0.02702703,0
e-mart.com.bd/product/maybelline-fit-me-matte-poreless-foundation-natural-beige-220/,1,30,0.03333333,0
e-mart.com.bd/product/maybelline-fit-me-matte-poreless-foundation-pure-beige-235/,1,0,0,0
e-mart.com.bd/product/maybelline-fit-me-setsmooth-pressed-powder-classic-ivory-120/,1,53,0.01886792,0
e-mart.com.bd/product/maybelline-new-york-dream-brightening-creamy-concealer-light-20-3gm/,1,29,0.03448276,0
e-mart.com.bd/product/medb-daily-snail-cream-100ml-2/,1,90,0.01111111,0
e-mart.com.bd/product/median-multicare-toothpaste-120-g/,1,0,0,0
e-mart.com.bd/product/medicube-age-r-glutathione-glow-serum-50ml/,1,38,0.02631579,0
e-mart.com.bd/product/medicube-zero-pore-one-day-cream-50ml/,1,0,0,0
e-mart.com.bd/product/melano-cc-intensive-anti-spot-essence-vitamin-c-serum-20ml/,1,77,0.01298701,0
e-mart.com.bd/product/melano-cc-premium-brightening-essence-serum-20ml/,1,22,0.04545455,0
e-mart.com.bd/product/melano-cc-vitamin-c-whitening-lotion-170ml/,1,211,0.00473934,0
e-mart.com.bd/product/mi-some-by-mi-yuja-niacin-brightening-moisture-gel-cream-100ml/,1,0,0,0
e-mart.com.bd/product/mielle-rosemary-mint-scalp-hair-strengthening-oil-59ml/,1,2314,0.00043215,0
e-mart.com.bd/product/mielle-rosemary-mint-strengthening-shampoo-355ml/,1,0,0,0
e-mart.com.bd/product/minimalist-hair-growth-actives-18-hair-serum-30ml/,1,0,0,0
e-mart.com.bd/product/minimalist-spf-50-sunscreen-50g/,1,0,0,0
e-mart.com.bd/product/mise-en-scene-perfect-coco-water-hair-serum-80ml/,1,28,0.03571429,0
e-mart.com.bd/product/mise-en-scene-perfect-hair-serum-rose-perfume-80ml/,1,112,0.00892857,0
e-mart.com.bd/product/mise-en-scene-perfect-serum-treatment-180ml/,1,0,0,0
e-mart.com.bd/product/missha-airy-fit-sheet-mask-rice/,1,42,0.02380952,0
e-mart.com.bd/product/missha-all-around-safe-block-essence-sun-milk-spf50-pa-70ml/,1,54,0.01851852,0
e-mart.com.bd/product/missha-m-perfect-cover-bb-cream-spf-42-pa50ml/,1,0,0,0
e-mart.com.bd/product/missha-time-revolution-artemisia-treatment-ampoule-50ml/,1,0,0,0
e-mart.com.bd/product/missha-vita-c-plus-clear-complexion-foaming-cleanser-120-ml-2/,1,0,0,0
e-mart.com.bd/product/mizon-black-snail-all-in-one-cream-75ml/,1,34,0.02941176,0
e-mart.com.bd/product/mizon-good-night-white-sleeping-mask-50-ml-2/,1,0,0,0
e-mart.com.bd/product/molfix-diaper-jumbo-60-pcs-7-14-kg/,1,29,0.03448276,0
e-mart.com.bd/product/muuchstac-ocean-facewash-for-man-100ml/,1,0,0,0
e-mart.com.bd/product/nacific-fresh-cica-plus-clear-kit-4pcs/,1,88,0.01136364,0
e-mart.com.bd/product/nacific-fresh-herb-origin-serum/,1,31,0.03225806,0
e-mart.com.bd/product/nacific-pink-aha-bha-4pcs-kit/,1,0,0,0
e-mart.com.bd/product/nair-bikini-underarm-hair-removal-cream-80ml/,1,20,0.05,0
e-mart.com.bd/product/nair-facial-wax-strips-pack-of-12/,1,0,0,0
e-mart.com.bd/product/nature-beauty-sunscreen-gentle-cream-spf50-pa-50ml/,1,0,0,0
e-mart.com.bd/product/nature-skin-cica-calming-tone-up-sun-cream-spf50-pa/,1,0,0,0
e-mart.com.bd/product/naturie-hatomugi-skin-conditioning-gel-180g/,1,40,0.025,0
e-mart.com.bd/product/neko-mao-7-days-24k-gold-ceramide-peptide-cream-2/,1,21,0.04761905,0
e-mart.com.bd/product/nella-ferment-underarm-whitening-cream-50ml/,1,54,0.01851852,0
e-mart.com.bd/product/neocare-large-baby-diaper-50-pcs-pack/,1,274,0.00364964,0
e-mart.com.bd/product/neogen-dermalogy-age-defence-serum-50ml/,1,0,0,0
e-mart.com.bd/product/neogen-dermalogy-black-energy-cream-80ml/,1,595,0.00168067,0
e-mart.com.bd/product/neogen-dermalogy-real-vita-c-powder-lemon-20gm/,1,229,0.00436681,0
e-mart.com.bd/product/neogen-real-ferment-micro-essence-150ml/,1,49,0.02040816,0
e-mart.com.bd/product/neutrogena-hydro-boost-aqua-water-gel-50ml/,1,34,0.02941176,0
e-mart.com.bd/product/neutrogena-sheer-zinc-dry-touch-sunscreen-broad-spectrum-spf-50-88ml/,1,196,0.00510204,0
e-mart.com.bd/product/neutrogena-sheer-zinc-kids-mineral-broad-spectrum-spf-50-sunscreen/,1,0,0,0
e-mart.com.bd/product/neutrogena-sport-face-sunscreen-spf-70-oilfree-facial-sunscreen-lotion-73ml/,1,0,0,0
e-mart.com.bd/product/neutrogena-t-gel-anti-dandruff-scalp-relief-shampoo-150ml/,1,0,0,0
e-mart.com.bd/product/neutrogena-ultra-sheer-dry-touch-sunscreen-spf-45-88ml/,1,79,0.01265823,0
e-mart.com.bd/product/nivea-derma-sos-care-body-lotion-400-ml/,1,0,0,0
e-mart.com.bd/product/nivea-for-men-sport-shower-gel-250ml/,1,0,0,0
e-mart.com.bd/product/nivea-hyaluron-cellular-anti-age-night-cream-50ml/,1,43,0.02325581,0
e-mart.com.bd/product/nivea-soft-moisturizing-cream-300ml/,1,421,0.0023753,0
e-mart.com.bd/product/numbuzin-no-2-rose-pdrn-collagen-plumping-serum-30ml/,1,0,0,0
e-mart.com.bd/product/numbuzin-no-5-goodbye-blemish-serum-50-ml/,1,273,0.003663,0
e-mart.com.bd/product/numbuzin-no-5-vitamin-concentrated-serum-30ml/,1,521,0.00191939,0
e-mart.com.bd/product/ogx-nourishing-plus-coconut-milk-conditioner-385ml/,1,0,0,0
e-mart.com.bd/product/olay-hydration-flawless-blur-2in1-moisturiser-50ml/,1,0,0,0
e-mart.com.bd/product/olay-vitality-renewing-night-mask-night-50ml/,1,0,0,0
e-mart.com.bd/product/optimum-nutrition-gold-standard-100-whey-protein-french-vanilla-creme-2-lb/,1,0,0,0
e-mart.com.bd/product/oral-b-3d-white-luxe-glamorous-white-toothpaste-100ml/,1,66,0.01515152,0
e-mart.com.bd/product/oriox-aroma-perfume-mist-15ml-omnia-woody/,1,0,0,0
e-mart.com.bd/product/palmers-cocoa-butter-formula-firming-butter-plus-q10-body-lotion-315ml/,1,28,0.03571429,0
e-mart.com.bd/product/palmers-cocoa-butter-stretch-marks-massage-lotion-250ml/,1,0,0,0
e-mart.com.bd/product/palmers-coconut-oil-formula-coconut-oil-body-oil-150ml/,1,63,0.01587302,0
e-mart.com.bd/product/palmers-skin-success-anti-dark-spot-fade-milk-body-lotion-250ml/,1,0,0,0
e-mart.com.bd/product/panoxyl-acne-creamy-wash-benzoyl-peroxide-4-170-g/,1,176,0.00568182,0
e-mart.com.bd/product/panoxyl-acne-foaming-wash-benzoyl-peroxide-10-maximum-strength-156g/,1,346,0.00289017,0
e-mart.com.bd/product/paulas-choice-6-mandelic-acid-2-lactic-acid-liquid-exfoliant-30ml/,1,0,0,0
e-mart.com.bd/product/philosophy-purity-made-simple-one-step-facial-cleanser-90-ml/,1,132,0.00757576,0
e-mart.com.bd/product/ponds-light-moisturiser-non-oily-fresh-feel-50ml/,1,0,0,0
e-mart.com.bd/product/ponds-magic-powder-bb-50gm-th/,1,0,0,0
e-mart.com.bd/product/ponds-super-light-gel-moisturiser/,1,260,0.00384615,0
e-mart.com.bd/product/pozzy-baby-wipes-72-pcs/,1,231,0.004329,0
e-mart.com.bd/product/pure-ground-glutathione-tone-up-sun-cream-spf50-pa-70ml/,1,0,0,0
e-mart.com.bd/product/purito-centella-green-level-recovery-cream-50ml/,1,509,0.00196464,0
e-mart.com.bd/product/purito-comfy-water-sun-block-60ml/,1,48,0.02083333,0
e-mart.com.bd/product/purito-dermide-relief-barrier-moisturizer/,1,76,0.01315789,0
e-mart.com.bd/product/purito-oat-in-calming-gel-cream-100-ml/,1,39,0.02564103,0
e-mart.com.bd/product/purito-sea-buckthorn-vital-70-cream/,1,0,0,0
e-mart.com.bd/product/raip-r3-argan-hair-oil-100ml/,1,158,0.00632911,0
e-mart.com.bd/product/rajkonna-acne-fighting-facial-wash-100ml/,1,0,0,0
e-mart.com.bd/product/rajkonna-moisturizing-shower-gel-330ml/,1,0,0,0
e-mart.com.bd/product/rohto-mentholatum-hada-labo-shirojyun-premium-whitening-lotion-170m-light/,1,330,0.0030303,0
e-mart.com.bd/product/round-lab-birch-juice-moisturizing-tone-up-sunscreen-spf50-50ml/,1,0,0,0
e-mart.com.bd/product/seba-med-everyday-shampoo-200ml/,1,0,0,0
e-mart.com.bd/product/sebamed-baby-body-lotion-750ml/,1,0,0,0
e-mart.com.bd/product/sebamed-baby-bubble-bath-500ml/,1,73,0.01369863,0
e-mart.com.bd/product/sebamed-baby-nappy-rash-cream-100ml/,1,0,0,0
e-mart.com.bd/product/sebamed-extra-soft-baby-cream-with-panthenol-50ml/,1,59,0.01694915,0
e-mart.com.bd/product/secret-key-snow-white-spot-gel-65g-2/,1,0,0,0
e-mart.com.bd/product/secret-key-starting-treatment-essence-50ml-2/,1,39,0.02564103,0
e-mart.com.bd/product/selleope-derma-clinic-real-fit-multi-bb-spf42-pa/,1,38,0.02631579,0
e-mart.com.bd/product/simple-clear-skin-oil-balancing-moisturiser-75ml-2/,1,20,0.05,0
e-mart.com.bd/product/simple-kind-to-skin-hydrating-light-moisturiser-125gm/,1,21,0.04761905,0
e-mart.com.bd/product/simple-kind-to-skin-hydrating-light-moisturiser-125ml/,1,93,0.01075269,0
e-mart.com.bd/product/simple-micellar-gel-wash-150ml/,1,0,0,0
e-mart.com.bd/product/simple-protect-n-glow-detox-brighten-clay-mask-150ml/,1,47,0.0212766,0
e-mart.com.bd/product/simple-protect-n-glow-radiance-booster-50ml/,1,0,0,0
e-mart.com.bd/product/skin-aqua-super-moisture-barrier-uv-gel-spf50-pa-100g/,1,0,0,0
e-mart.com.bd/product/skin-cafe-sunscreen-spf-50-pa-lightweight-non-greasy-60g/,1,23,0.04347826,0
e-mart.com.bd/product/skin-food-carrot-carotene-calming-water-pad-60-pads-250g/,1,0,0,0
e-mart.com.bd/product/skin1004-madagascar-centella-hyalu-cica-silky-fit-sun-stick-20g/,1,22,0.04545455,0
e-mart.com.bd/product/skin1004-madagascar-centella-hyalu-cica-silky-fit-sun-stick-7g/,1,0,0,0
e-mart.com.bd/product/skin1004-madagascar-centella-poremizing-fresh-ampoule-30ml/,1,0,0,0
e-mart.com.bd/product/skinfood-black-pomegranate-toner-180ml-2/,1,0,0,0
e-mart.com.bd/product/skinfood-black-sugar-perfect-essential-scrub-2x-210g/,1,0,0,0
e-mart.com.bd/product/skinfood-black-sugar-perfect-scrub-foam-180ml/,1,0,0,0
e-mart.com.bd/product/skinfood-egg-white-pore-mask-120g/,1,26,0.03846154,0
e-mart.com.bd/product/skinfood-tea-tree-fresh-cleansing-foam-150ml/,1,0,0,0
e-mart.com.bd/product/skinfood-tomato-jelly-tint-lip-1-cherry-tomato/,1,45,0.02222222,0
e-mart.com.bd/product/skinlife-foaming-face-wash-pump-160ml/,1,0,0,0
e-mart.com.bd/product/skino-100-pure-rose-water-100ml/,1,0,0,0
e-mart.com.bd/product/skino-refreshing-micellar-cleansing-water-100ml/,1,28,0.03571429,0
e-mart.com.bd/product/skinpro-acne-clearing-combo-ultimate-acne-gel-acne-clearing-gel-cleanser/,1,910,0.0010989,0
e-mart.com.bd/product/some-by-mi-30-days-miracle-clear-spot-patch/,1,50,0.02,0
e-mart.com.bd/product/some-by-mi-aha-bha-pha-30-days-miracle-clear-body-cleanser-400g/,1,28,0.03571429,0
e-mart.com.bd/product/some-by-mi-aha-bha-pha-30days-toner-150ml/,1,724,0.00138122,0
e-mart.com.bd/product/some-by-mi-beta-panthenol-repair-starter-kit/,1,0,0,0
e-mart.com.bd/product/some-by-mi-cica-peptide-anti-hair-loss-derma-scalp-treatment-50ml/,1,0,0,0
e-mart.com.bd/product/some-by-mi-galactomyces-pure-vitamin-c-glow-serum-30ml/,1,81,0.01234568,0
e-mart.com.bd/product/some-by-mi-h7-hydro-max-cream-50ml/,1,58,0.01724138,0
e-mart.com.bd/product/some-by-mi-truecica-aqua-calming-sunscream-spf-50-pa-50ml/,1,739,0.00135318,0
e-mart.com.bd/product/some-by-mi-yuja-niacin-mineral-100-brightening-sun-cream-50ml/,1,0,0,0
e-mart.com.bd/product/st-ives-black-head-clearing-green-tea-scrub/,1,0,0,0
e-mart.com.bd/product/st-ives-exfoliating-body-wash-apricot/,1,0,0,0
e-mart.com.bd/product/st-ives-soothing-sheet-mask-with-oatmeal/,1,0,0,0
e-mart.com.bd/product/superdrug-coconut-oil-125ml/,1,0,0,0
e-mart.com.bd/product/supermom-baby-diaper-medium-26-pcs-6-11-kg/,1,385,0.0025974,0
e-mart.com.bd/product/supermom-baby-diaper-xl-20-pcs-12-17-kg/,1,810,0.00123457,0
e-mart.com.bd/product/technic-blush-palette-warm-edit-20gm-2/,1,48,0.02083333,0
e-mart.com.bd/product/technic-pencil-brush-10gm/,1,0,0,0
e-mart.com.bd/product/thankyou-farmer-rice-pure-travel-set/,1,20,0.05,0
e-mart.com.bd/product/the-body-shop-aloe-soothing-night-cream/,1,0,0,0
e-mart.com.bd/product/the-body-shop-ginger-scalp-care-shampoo-250ml/,1,0,0,0
e-mart.com.bd/product/the-body-shop-himalayan-charcoal-purifying-glow-mask-75ml/,1,0,0,0
e-mart.com.bd/product/the-body-shop-oils-of-life-intensely-revitalising-sleeping-cream/,1,0,0,0
e-mart.com.bd/product/the-body-shop-roots-of-strength-firming-shaping-cream-50ml/,1,22,0.04545455,0
e-mart.com.bd/product/the-body-shop-strawberry-shower-gel/,1,0,0,0
e-mart.com.bd/product/the-body-shop-tea-tree-anti-imperfection-solution-50-ml/,1,0,0,0
e-mart.com.bd/product/the-body-shop-vitamin-c-glow-boosting-moisturizer/,1,39,0.02564103,0
e-mart.com.bd/product/the-derma-co-1-kojic-acid-lip-balm-with-alpha-arbutin-hyaluronic-acid-4g/,1,0,0,0
e-mart.com.bd/product/the-derma-co-1-salicylic-acid-oil-free-daily-face-moisturizer-50g/,1,0,0,0
e-mart.com.bd/product/the-derma-co-10-niacinamide-face-serum-for-acne-marks-30ml/,1,0,0,0
e-mart.com.bd/product/the-derma-co-5-vitamin-c-oil-free-daily-face-moisturizer-for-radiance-100g/,1,0,0,0
e-mart.com.bd/product/the-derma-co-oil-free-daily-face-moisturizer-with-hyaluronic-acid-100g/,1,0,0,0
e-mart.com.bd/product/the-derma-co-ultra-matte-sunscreen-gel-spf-60-p-50g/,1,0,0,0
e-mart.com.bd/product/the-face-shop-herbday-365-cleansing-foam-aloe-green-tea-170ml-2/,1,96,0.01041667,0
e-mart.com.bd/product/the-inkey-list-lactic-acid-serum-30ml-2/,1,93,0.01075269,0
e-mart.com.bd/product/the-inkey-list-succinic-acid-blemish-treatment-15ml-2/,1,35,0.02857143,0
e-mart.com.bd/product/the-ordinary-glycolic-acid-7-exfoliating-toner-240ml/,1,638,0.0015674,0
e-mart.com.bd/product/the-ordinary-glycolic-acid-7-toning-solution-240ml/,1,0,0,0
e-mart.com.bd/product/the-ordinary-pycnogenol-5-15ml/,1,0,0,0
e-mart.com.bd/product/tiam-daily-sun-care-cream-50ml/,1,26,0.03846154,0
e-mart.com.bd/product/tiam-my-signature-a-cream-50ml/,1,35,0.02857143,0
e-mart.com.bd/product/tirtir-milk-skin-toner-150ml/,1,1182,0.00084602,0
e-mart.com.bd/product/tonymoly-pandas-dream-eye-patch-2/,1,0,0,0
e-mart.com.bd/product/topicals-faded-brightening-clearing-serum-15-ml/,1,25,0.04,0
e-mart.com.bd/product/touch-of-silver-brightening-purple-shampoo-150ml/,1,0,0,0
e-mart.com.bd/product/trisa-kid-tooth-brush/,1,86,0.01162791,0
e-mart.com.bd/product/twinkle-baby-pant-diaper-large-48pcs/,1,61,0.01639344,0
e-mart.com.bd/product/vaseline-hair-tonic-scalp-conditioner-300ml/,1,60,0.01666667,0
e-mart.com.bd/product/vaseline-healthy-bright-gluta-hya-serum-burst-uv-lotion-flawless-glow-300ml/,1,0,0,0
e-mart.com.bd/product/veet-hair-removal-cream-silk-and-fresh-for-sensitive-100ml/,1,21,0.04761905,0
e-mart.com.bd/product/victorias-secret-fragrance-lotion-love-spell/,1,0,0,0
e-mart.com.bd/product/vitamin-e-moisture-protect-lip-care-spf-15-pa/,1,0,0,0
e-mart.com.bd/product/w7-glamorous-false-nails-with-glue-pink-beige-24-pcs/,1,0,0,0
e-mart.com.bd/product/wet-n-wild-prime-focus-impossible-primer-25ml/,1,0,0,0
e-mart.com.bd/product/xhc-banana-shampoo-400ml/,1,0,0,0
e-mart.com.bd/product/yc-whitening-anti-freckle-gold-caviar-day-cream/,1,53,0.01886792,0
e-mart.com.bd/shop/2080-pure-mountain-salt-fresh-mint-flavor-toothpaste-120-g,1,43,0.02325581,0
e-mart.com.bd/shop/3w-clinic-intensive-uv-sunblock-cream-spf50-pa-70ml,1,702,0.0014245,0
e-mart.com.bd/shop/anua-niacinamide-10-txa-4-serum-10ml-mini,1,0,0,0
e-mart.com.bd/shop/aplb-kojic-acid-vitamin-c-body-lotion-300ml,1,41,0.02439024,0
e-mart.com.bd/shop/axis-y-dark-spot-correcting-glow-serum-50ml,1,578,0.0017301,0
e-mart.com.bd/shop/bath-and-body-works-waikiki-beach-coconut-fine-fragrance-mist-75ml,1,0,0,0
e-mart.com.bd/shop/bath-body-works-works-japanese-cherry-blossom-lotion-296ml,1,0,0,0
e-mart.com.bd/shop/beauty-of-joseon-relief-sun-aqua-fresh-rice-b5-10ml-mini,1,45,0.02222222,0
e-mart.com.bd/shop/beauty-of-joseon-sunscreen-rice-probiotics-spf-50-50ml,1,572,0.00174825,0
e-mart.com.bd/shop/by-wishtrend-acid-duo-2-mild-gel-cleanser-150ml,1,0,0,0
e-mart.com.bd/shop/cerave-hydrating-sunscreen-spf-30-light-sheer-tint-50ml,1,0,0,0
e-mart.com.bd/shop/cerave-moisturising-cream-for-dry-to-very-dry-skin-50ml,1,1191,0.00083963,0
e-mart.com.bd/shop/cetaphil-baby-daily-lotion-399ml-gr,1,0,0,0
e-mart.com.bd/shop/cetaphil-ceramide-serum-30ml,1,0,0,0
e-mart.com.bd/shop/combo-axis-y-dark-spot-correcting-glow-cream-50ml-axis-y-dark-spot-correcting-glow-serum-50ml-axis-y-dark-spot-correcting-glow-toner-125ml,1,0,0,0
e-mart.com.bd/shop/confume-argan-hair-shampoo-750-ml,1,87,0.01149425,0
e-mart.com.bd/shop/cos-de-baha-glycolic-acid-10-aha-serum-g-30ml,1,63,0.01587302,0
e-mart.com.bd/shop/cosrx-ac-collection-calming-foam-cleanser-50ml,1,54,0.01851852,0
e-mart.com.bd/shop/cosrx-advanced-snail-mucin-96-power-essence-30ml,1,481,0.002079,0
e-mart.com.bd/shop/cosrx-aha-bha-clarifying-treatment-toner-150ml,1,30,0.03333333,0
e-mart.com.bd/shop/cosrx-aha-bha-clarifying-treatment-toner-50ml,1,76,0.01315789,0
e-mart.com.bd/shop/dabo-dear-josephine-floral-perfume-shampoo-500-ml,1,0,0,0
e-mart.com.bd/shop/dongsung-melanin-care-rannce-cream-10-g,1,0,0,0
e-mart.com.bd/shop/dongsung-melanin-care-rannce-cream-70-g,1,0,0,0
e-mart.com.bd/shop/dr-ceuracle-vegan-kombucha-tea-essence-18ml-mini,1,0,0,0
e-mart.com.bd/shop/dr-forhair-unove-silk-oil-essence-70ml,1,0,0,0
e-mart.com.bd/shop/dr-g-black-snail-special-set,1,0,0,0
e-mart.com.bd/shop/eucerin-oil-control-sun-gel-cream-dry-touch-spf-50-50ml,1,52,0.01923077,0
e-mart.com.bd/shop/frankly-niacinamide-15-zinc-beads-serum-30ml,1,0,0,0
e-mart.com.bd/shop/frudia-green-grape-pore-peeling-pad-10pcs,1,0,0,0
e-mart.com.bd/shop/grincelllabs-melazero-daily-whitening-ceram-50-ml,1,0,0,0
e-mart.com.bd/shop/ilso-super-melting-sebum-softener-150g,1,0,0,0
e-mart.com.bd/shop/innisfree-apple-seed-cleansing-oil-150ml,1,20,0.05,0
e-mart.com.bd/shop/innisfree-green-tea-morning-cleanser-150ml,1,0,0,0
e-mart.com.bd/shop/innisfree-intensive-triple-shield-sunscreen-spf50-pa-50ml,1,662,0.00151057,0
e-mart.com.bd/shop/innisfree-super-volcanic-pore-clay-mask-100ml,1,514,0.00194553,0
e-mart.com.bd/shop/izeze-soul-hca-hydro-6-5-gel-cleanser-150ml,1,0,0,0
e-mart.com.bd/shop/jmsolution-active-pink-snail-brightening-mask-prime-30-ml,1,0,0,0
e-mart.com.bd/shop/karite-bubble-pink-mud-mask-5ml,1,0,0,0
e-mart.com.bd/shop/kerasys-damage-clinic-protein-shampoo-600ml,1,0,0,0
e-mart.com.bd/shop/la-roche-posay-toleriane-double-repair-moisturizer-with-spf-100ml,1,0,0,0
e-mart.com.bd/shop/labelyoung-vitamin-milk-whitening-cream-55-g,1,0,0,0
e-mart.com.bd/shop/laneige-lip-sleeping-mask-berry-15g,1,0,0,0
e-mart.com.bd/shop/laxzin-saffron-with-goat-milk-soap-100g,1,0,0,0
e-mart.com.bd/shop/manyo-pure-and-deep-cleansing-foam-200ml,1,0,0,0
e-mart.com.bd/shop/mary-may-tranexamic-acidglutathion-eye-cream-12ml,1,343,0.00291545,0
e-mart.com.bd/shop/maybelline-fit-me-matte-liquid-foundation-spf22-classic-ivory-120-30ml,1,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-matteporeless-pressed-powder,1,203,0.00492611,0
e-mart.com.bd/shop/medi-peel-melanon-x-cream-30ml,1,58,0.01724138,0
e-mart.com.bd/shop/medicube-txa-niacinamide-15-serum-30ml,1,26,0.03846154,0
e-mart.com.bd/shop/minimalist-frizz-control-complex-spf-30-hair-serum-50ml,1,0,0,0
e-mart.com.bd/shop/mixsoon-soondy-centella-asiatica-essence-100ml,1,0,0,0
e-mart.com.bd/shop/nature-republic-fresh-herb-cleansing-foam-170-ml-acerola,1,0,0,0
e-mart.com.bd/shop/neogen-dermalogy-a-clear-soothing-pink-eraser-15ml,1,28,0.03571429,0
e-mart.com.bd/shop/neogen-dermalogy-black-energy-cream,1,0,0,0
e-mart.com.bd/shop/neutrogena-hydro-boost-water-gel,1,64,0.015625,0
e-mart.com.bd/shop/neutrogena-sheer-zinc-dry-touch-sunscreen-broad-spectrum-spf-50-88ml,1,395,0.00253165,0
e-mart.com.bd/shop/palmers-skin-success-medicated-complexion-bar-100ge,1,0,0,0
e-mart.com.bd/shop/paulas-choice-skin-perfecting-2-bha-liquid-exfoliant-30ml-2,1,48,0.02083333,0
e-mart.com.bd/shop/retina-oroclin-anti-acne-facewash-100ml,1,31,0.03225806,0
e-mart.com.bd/shop/romnd-juicy-lasting-tint-25-bare-grape,1,0,0,0
e-mart.com.bd/shop/romnd-the-juicy-lasting-tint-04-fig-fig,1,0,0,0
e-mart.com.bd/shop/sadoer-honey-moistening-beauty-mask-25g,1,0,0,0
e-mart.com.bd/shop/sadoer-sweet-strawberry-lip-mask-8g,1,26,0.03846154,0
e-mart.com.bd/shop/seba-med-anti-dry-night-intensive-cream-50ml,1,0,0,0
e-mart.com.bd/shop/simple-refreshing-facial-wash-150ml,1,134,0.00746269,0
e-mart.com.bd/shop/simple-water-boost-skin-quench-sleeping-cream-50ml,1,163,0.00613497,0
e-mart.com.bd/shop/skin-cafe-silky-tresses-moisturizing-conditioner-120ml,1,0,0,0
e-mart.com.bd/shop/some-by-mi-snail-truecica-miracle-repair-toner-135ml,1,0,0,0
e-mart.com.bd/shop/some-by-mi-yuja-niacin-anti-blemish-starter-kit,1,24,0.04166667,0
e-mart.com.bd/shop/south-korean-kanghwa-korean-red-ginseng-extract-gold-capsules-108-g,1,0,0,0
e-mart.com.bd/shop/swiss-beauty-holographic-waterproof-long-lasting-eyeliner-01-milky-way-0-2g,1,0,0,0
e-mart.com.bd/shop/the-body-shop-born-lippy-pot-lip-balm-satsuma-shimmer,1,43,0.02325581,0
e-mart.com.bd/shop/the-body-shop-drops-of-light-pure-clarifying-foam-wash-125ml,1,0,0,0
e-mart.com.bd/shop/the-derma-co-5-caffeine-under-eye-serum-15ml-30-11-2026,1,27,0.03703704,0
e-mart.com.bd/shop/the-derma-plus-kojic-acid-soap-100g,1,0,0,0
e-mart.com.bd/shop/the-face-shop-herb-day-365-master-blending-foaming-cleanser-peach-fig-170ml,1,0,0,0
e-mart.com.bd/shop/the-inkey-list-succinic-acid-acne-treatment-15-ml,1,0,0,0
e-mart.com.bd/shop/the-ordinary-glycolic-acid-7-exfoliating-toner-100ml,1,0,0,0
e-mart.com.bd/shop/the-ordinary-retinol-0-5-in-squalane-30ml,1,645,0.00155039,0
e-mart.com.bd/shop/twinkle-baby-pant-diaper-large-48pcs,1,0,0,0
e-mart.com.bd/shop/vaseline-gluta-hya-serum-burst-lotion-dewy-radiance-290ml,1,0,0,0
e-mart.com.bd/term-conditions/,1,43,0.02325581,0
e-mart.com.bd/track-order,1,28,0.03571429,0
e-mart.com.bd/wp-content/uploads/2024/09/Skinfood-2-scaled.jpg,1,0,0,0
e-mart.com.bd,0,0,0,0
e-mart.com.bd/2020/04/27/%E0%A6%A4%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A7%87%E0%A6%B0-%E0%A6%AF%E0%A6%A4%E0%A7%8D%E0%A6%A8%E0%A7%87-%E0%A6%95%E0%A7%8B%E0%A6%B0%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%A8-%E0%A6%95%E0%A6%B8%E0%A6%AE/,0,24,0,0
e-mart.com.bd/2023/03/26/unveil-the-magic-of-cosrx-for-acne-prone-sensitive-skin-discover-your-ultimate-skin-savior/,0,0,0,0
e-mart.com.bd/2023/03/29/discovering-cosdebaha-your-ultimate-skincare-solution/,0,0,0,0
e-mart.com.bd/2023/03/29/stay-radiant-in-ramadan-beauty-tips-for-healthy-skin-during-fasting/,0,0,0,0
e-mart.com.bd/2023/04/04/the-ultimate-mens-skincare-routine-merging-k-beauty-and-j-beauty/,0,0,0,0
e-mart.com.bd/2023/04/20/travelling-home-for-eid-tips-and-tricks-%F0%9F%9A%97/,0,0,0,0
e-mart.com.bd/2023/04/29/%E0%A6%AC%E0%A7%87%E0%A6%A8%E0%A6%9F%E0%A6%A8-%E0%A6%9F%E0%A6%BF-%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BF-%E0%A6%95%E0%A7%8D%E0%A6%B2%E0%A6%BF%E0%A6%A8%E0%A6%B8%E0%A6%BF%E0%A6%82-%E0%A6%93%E0%A6%AF/,0,0,0,0
e-mart.com.bd/2023/04/29/elementor-51516/,0,68,0,0
