product_id,product_slug,product_name,brand_name,brand_slug,current_origin_categories,proposed_origin,confidence,source,action
60663,dongsung-melanin-care-rannce-cream-10-g,Dongsung Melanin Care Rannce Cream – 10 g,Dongsung,dongsung,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
74378,dot-and-key-cica-calming-mattifying-sunscreen-spf-50-pa-with-niacinamide-80g,Dot and Key Cica Calming Mattifying Sunscreen SPF 50+ PA++++ with Niacinamide 80g,Dot &amp; Key,dot-and-key,,india,safe,known_indian_brand,dry_run_assign_pa_origin
74380,dot-and-key-cica-calming-mattifying-sunscreen-spf-50-pa-with-niacinamide-50g,Dot and Key Cica Calming Mattifying Sunscreen SPF 50+ PA++++ with Niacinamide 50g,Dot &amp; Key,dot-and-key,,india,safe,known_indian_brand,dry_run_assign_pa_origin
74382,dot-and-key-retinol-ceramide-night-repair-cream-15ml,Dot and Key Retinol + Ceramide Night Repair Cream 15ml,Dot &amp; Key,dot-and-key,,india,safe,known_indian_brand,dry_run_assign_pa_origin
74384,dot-and-key-watermelon-cooling-underarm-roll-on-50ml,Dot and Key Watermelon Cooling Underarm Roll On- 50ml,Dot &amp; Key,dot-and-key,,india,safe,known_indian_brand,dry_run_assign_pa_origin
74386,dot-and-key-strawberry-dew-tinted-sunscreen-spf-50-pa-01-porcelain,Dot and Key Strawberry Dew Tinted Sunscreen SPF 50+ PA++++ (01 Porcelain),Dot &amp; Key,dot-and-key,,india,safe,known_indian_brand,dry_run_assign_pa_origin
74388,dot-and-key-strawberry-dew-tinted-sunscreen-spf-50-pa-03-sand,Dot and Key Strawberry Dew Tinted Sunscreen SPF 50+ PA++++ (03 Sand),Dot &amp; Key,dot-and-key,,india,safe,known_indian_brand,dry_run_assign_pa_origin
74390,dot-key-strawberry-dew-tinted-sunscreen-spf-50-pa-50ml-02-warm-ivory,Dot & Key Strawberry Dew Tinted Sunscreen SPF 50+ PA++++ 50ml (02 Warm Ivory),Dot &amp; Key,dot-and-key,,india,safe,known_indian_brand,dry_run_assign_pa_origin
91691,dot-key-72-hr-hydrating-gel-moisturizer-probiotics-60ml,Dot &amp; Key 72 HR Hydrating Gel Moisturizer + Probiotics 60ml,Dot &amp; Key,dot-and-key,,india,safe,known_indian_brand,dry_run_assign_pa_origin
35882,dove-baby-wipes-sensitive-moisture-50-pcs,Dove Baby Wipes Sensitive Moisture 50 pcs,Dove,dove,,usa,safe,global_brand_map_usa,dry_run_assign_pa_origin
37074,dove-body-cream-beauty-150ml,Dove Body Cream Beauty 150ml,Dove,dove,,usa,safe,global_brand_map_usa,dry_run_assign_pa_origin
74392,dove-intense-repair-shampoo-for-damaged-hair-330ml,Dove Intense Repair Shampoo For Damaged Hair 330ml,Dove,dove,,usa,safe,global_brand_map_usa,dry_run_assign_pa_origin
57130,dr-althea-vitamin-c-boosting-serum-30ml,Dr. Althea Vitamin C Boosting Serum 30ml,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
58087,dr-althea-147-barrier-cream-50g,Dr.Althea 147 Barrier Cream 50g,Dr. Althea,dr-althea,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
58162,dr-althea-345na-relief-cream-50ml,Dr. Althea 345NA Relief Cream 50ml,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
58165,dr-althea-natural-radiance-essence-30ml,Dr. Althea Natural Radiance Essence 30ml,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
58170,dr-althea-skin-relief-essence-30ml,Dr. Althea Skin Relief Essence 30ml,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
58173,dr-althea-anastatica-skin-conditioning-toner-250ml,Dr. Althea Anastatica Skin Conditioning Toner 250ml,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59412,dr-althea-aqua-glowing-sunscreen-45ml,Dr.Althea Aqua Glowing Sunscreen 45ml,Dr. Althea,dr-althea,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59416,dr-althea-green-tea-fresh-sunscreen-45ml,Dr.Althea Green Tea Fresh Sunscreen 45ml,Dr. Althea,dr-althea,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59728,dr-althea-pure-grinding-cleansing-balm-50ml,Dr.Althea Pure Grinding Cleansing Balm 50ml,Dr. Althea,dr-althea,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59732,dr-althea-0-1-gentle-retinol-serum-30ml,Dr. Althea 0.1% Gentle Retinol Serum 30ml,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60316,dr-althea-to-be-youthful-eye-serum-25-ml,Dr.Althea To Be Youthful Eye Serum 25 ml,Dr. Althea,dr-althea,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60787,dr-althea-aqua-maring-deep-serum-30-ml,Dr.Althea Aqua Maring Deep Serum 30 ml,Dr. Althea,dr-althea,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61812,dr-althea-345-relief-cream-15ml,Dr Althea 345 Relief Cream 15ml,Dr. Althea,dr-althea,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61820,dr-althea-pdrn-reju-5000-cream-20g,Dr. Althea PDRN Reju 5000 Cream 20g,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61936,dr-althea-aqua-glowing-sunscreen-45ml-2,Dr. Althea Aqua Glowing Sunscreen 45ml,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61938,dr-althea-niathione-cream-30ml,Dr. Althea Niathione Cream 30ml,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62282,dr-althea-pure-grinding-cleansing-balm-50ml-2,Dr. Althea Pure Grinding Cleansing Balm 50ml,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62338,dr-althea-gentle-vitamin-c-serum-30ml,Dr.Althea Gentle Vitamin C Serum 30ml,Dr. Althea,dr-althea,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62793,dr-althea-147-barrier-cream-50ml,Dr. Althea 147 Barrier Cream 50ml,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
75967,dr-althea-147-barrier-cream-15ml,Dr. Althea 147 Barrier Cream 15ml,Dr. Althea,dr-althea,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61860,dr-ceuracle-jeju-matcha-tea-essence-150ml,Dr.Ceuracle Jeju Matcha Tea Essence 150ml,Dr. Ceuracle,dr-ceuracle,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63935,dr-ceuracle-5alpha-control-no-sebum-sun-lotion-spf50-pa-50g,Dr.Ceuracle 5α Control No-sebum Sun Lotion SPF50+ PA++++ 50g,Dr. Ceuracle,dr-ceuracle,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63937,dr-ceuracle-royal-vita-propolis-33-capsule-eye-cream-20ml,Dr.Ceuracle Royal Vita Propolis 33 Capsule Eye Cream 20ml,Dr. Ceuracle,dr-ceuracle,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63939,dr-ceuracle-vegan-kombucha-tea-essence-18ml-mini,Dr. Ceuracle Vegan Kombucha Tea Essence 18ml (Mini),Dr. Ceuracle,dr-ceuracle,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63941,dr-ceuracle-vegan-kombucha-tea-lip-balm-3-7g,Dr. Ceuracle Vegan Kombucha Tea Lip Balm 3.7g,Dr. Ceuracle,dr-ceuracle,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63943,dr-ceuracle-plc-vita-k-liposome-oil-ampoule-50ml,Dr. Ceuracle PLC Vita K Liposome Oil Ampoule 50ml,Dr. Ceuracle,dr-ceuracle,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63945,dr-ceuracle-pro-balance-biotics-clear-up-sun-spf50-pa-50ml,Dr.Ceuracle Pro Balance Biotics Clear Up Sun SPF50+ PA++++ 50ml,Dr. Ceuracle,dr-ceuracle,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
92978,dr-ceuracle-vegan-kombucha-tea-essence-150ml,Dr. Ceuracle Vegan Kombucha Tea Essence 150ml,Dr. Ceuracle,dr-ceuracle,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62264,dr-forhair-unove-deep-damage-treatment-ex-320ml-tender-bloom,Dr.ForHair UNOVE Deep Damage Treatment EX 320ml Tender Bloom,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62544,dr-forhair-unove-volume-up-curling-fixer-200ml,Dr.ForHair UNOVE Volume Up Curling Fixer 200ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62546,dr-forhair-unove-volume-up-curling-essence-147ml,Dr.ForHair UNOVE Volume Up Curling Essence 147ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62548,dr-forhair-unove-heating-guard-no-wash-treatment-147ml,Dr.ForHair UNOVE Heating Guard No-Wash Treatment 147ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62550,dr-forhair-unove-water-essence-mist-200ml,Dr.ForHair UNOVE Water Essence Mist 200ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62552,dr-forhair-unove-no-wash-water-ampoule-treatment-200ml,Dr.ForHair Unove No wash Water Ampoule Treatment 200ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62690,dr-forhair-unove-deep-damage-repair-shampoo-500ml,Dr.ForHair UNOVE DEEP DAMAGE REPAIR SHAMPOO 500ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62696,dr-forhair-folligen-tonic-120ml,Dr.FORHAIR Folligen Tonic 120ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62700,dr-forhair-folligen-scalp-pack-250ml,Dr.FORHAIR Folligen Scalp Pack 250ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62708,dr-forhair-unove-silk-oil-essence-70ml,Dr.ForHair UNOVE Silk Oil Essence 70ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62710,dr-forhair-phyto-therapy-treatment-500ml,Dr.FORHAIR PHYTO THERAPY TREATMENT 500ml,Dr.ForHair,dr-forhair,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62712,dr-forhair-folligen-treatment-200ml,Dr.FORHAIR Folligen Treatment 200ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62714,dr-forhair-phyto-fresh-scalp-scaler-200ml,Dr.FORHAIR Phyto Fresh Scalp Scaler 200ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62716,dr-forhair-folligen-silk-treatment-300ml,Dr.ForHair Folligen Silk Treatment 300ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62718,dr-forhair-phyto-fresh-tonic-100ml,Dr.FORHAIR Phyto Fresh Tonic 100ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63113,dr-forhair-folligen-sea-salt-scaler-300ml,Dr.FORHAIR Folligen Sea Salt Scaler 300ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63115,dr-forhair-folligen-original-shampoo-300-ml,Dr.ForHair Folligen Original Shampoo 300 ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63117,dr-forhair-folligen-anti-dandruff-shampoo-300ml,Dr.FORHAIR Folligen Anti-Dandruff Shampoo 300ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63253,dr-forhair-unove-deep-damage-treatment-ex-40ml,Dr.ForHair UNOVE Deep Damage Treatment EX 40ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63255,dr-forhair-unove-deep-damage-treatment-ex-207ml,Dr.ForHair UNOVE Deep Damage Treatment EX 207ml,Dr.ForHair,dr-forhair,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60845,dr-g-black-snail-special-set,Dr.G Black Snail Special Set,Dr.G,dr-g,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62682,doctor-g-red-blemish-clear-soothing-cream-mini-10ml,Doctor.G Red Blemish Clear Soothing Cream Mini 10ml,Dr.G,dr-g,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62737,doctor-g-red-blemish-clear-soothing-cream-70ml,Doctor.G Red Blemish Clear Soothing Cream 70ml,Dr.G,dr-g,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60776,dr-gilla-hyaluronice-acid-deep-ceramide-collagen-mask-24-ml,Dr. Gilla Hyaluronice Acid Deep Ceramide Collagen Mask 24 ml,Dr. Gilla,dr-gilla,,korea,review,verify_brand_origin,manual_review
60778,dr-gilla-revitaluxe-hydration-enhancer-ceramide-collagen-mask-25-ml,Dr. Gilla Revitaluxe Hydration Enhancer Ceramide Collagen Mask 25 ml,Dr. Gilla,dr-gilla,,korea,review,verify_brand_origin,manual_review
60779,dr-gilla-revitaluxe-hydration-enhancer-egf-mask-25,Dr. Gilla Revitaluxe Hydration Enhancer Egf Mask 25,Dr. Gilla,dr-gilla,,korea,review,verify_brand_origin,manual_review
61135,dr-meloso-im-yuja-c-brightening-vita-ampoule-serum-100ml,Dr.Meloso im Yuja C Brightening Vita Ampoule Serum 100ml,Dr.meloso,dr-meloso,,,unknown,needs_research_or_user_review,manual_review
62086,dr-reju-all-advanced-pdrn-rejuvenating-cream-20ml,Dr. Reju-All Advanced PDRN Rejuvenating Cream 20ml,DR.Reju,dr-reju,,,unknown,needs_research_or_user_review,manual_review
74394,dr-sheths-mediglow-foaming-face-wash-100ml,Dr. Sheth’s Mediglow Foaming Face Wash - 100ml,Dr Shethas,dr-shethas,,india,safe,known_indian_brand,dry_run_assign_pa_origin
74396,durex-thin-feel-condoms-regular-fit-12pcs,Durex Thin Feel Condoms Regular Fit 12Pcs,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
74398,durex-play-warming-lube-100ml,Durex Play Warming Lube 100ml,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
74400,durex-play-classic-h2o-lube-100ml,Durex Play Classic H2O Lube 100ml,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
74402,durex-play-single-speed-vibrating-bullet-for-women,Durex Play Single Speed Vibrating Bullet for Women,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
74404,durex-ky-lubricant-jelly-100g,Durex KY Lubricant Jelly 100g,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
74406,durex-durex-thin-feel-12-condoms,Durex Durex Thin Feel - 12 Condoms,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
74407,durex-durex-thin-feel-12-condoms-2,Durex Durex Thin Feel - 12 Condoms,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
74409,durex-extra-safe-12-condoms,Durex Extra Safe - 12 Condoms,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
74411,durex-fetherlite-12-condoms,Durex Fetherlite - 12 Condoms,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
74413,durex-extra-thin-intense-chocolate-flavoured-10-condoms,Durex Extra Thin Intense Chocolate Flavoured - 10 Condoms,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
74415,durex-extra-dots-for-extra-simulation-3-condoms,Durex Extra Dots For Extra Simulation - 3 Condoms,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
74417,durex-extra-thin-strawberry-flavoured-3-condoms,Durex Extra Thin Strawberry Flavoured - 3 Condoms,Durex,durex,,uk,safe,official_reckitt_uk_brand,dry_run_assign_pa_origin
60422,ekel-whitening-uv-sun-block-spf-50-pa-70-ml,Ekel Whitening UV Sun Block SPF 50+/PA+++ 70 ml,Ekel,ekel,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60546,elastine-the-protein-repair-with-collagen-volume-care-shampoo-855-ml,Elastine The Protein Repair With Collagen Volume Care Shampoo 855 ml,Elastine,elastine,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60548,elastine-the-protein-repair-with-macadamia-oil-damage-care-shampoo-855-ml,Elastine The Protein Repair With Macadamia Oil Damage Care Shampoo 855 ml,Elastine,elastine,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61748,elastine-protein-clinic-damage-care-shampoo-855-ml,Elastine Protein Clinic Damage Care Shampoo 855 ml,Elastine,elastine,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60750,3-step-korean-skincare-combo-for-redness-acne-sensitive-skin,"3-Step Korean Skincare Combo for Redness, Acne & Sensitive Skin",Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
60756,dark-spot-brightening-combo-for-glowing-skin,Dark Spot & Brightening Combo for Glowing Skin,Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
60764,melasma-dark-spot-solution-combo,Melasma & Dark Spot Solution Combo,Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
60789,anti-acne-skin-repair-combo,Anti-Acne + Skin Repair Combo,Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
60811,sensitive-skin-care-combo-s-o-s-recovery-cica-cream-nature-skin-salicylic-acid-green-tomato-ampoule,"Sensitive Skin Care Combo: S.O.S Recovery CICA Cream, Nature Skin Salicylic Acid, Green Tomato Ampoule",Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
60817,3-step-glass-skin-glow-combo,3-Step Glass Skin Glow Combo,Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
60827,hyperpigmentation-acne-scar-solution-combo,Hyperpigmentation & Acne Scar Solution Combo,Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
60829,glass-skin-brightening-rice-combo,Glass Skin Brightening Rice Combo,Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
61401,basic-skin-care-combo,Basic Skin Care Combo,Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
63049,hair-growth-volume-duo,Hair Growth &#038; Volume Duo,Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
74259,acne-combo-carenel-niacinamide-10-zinc-1-serum-30ml-carenel-cicavita-b5-salicylic-acid-gentle-cleanser-150ml,Acne Combo (Carenel Niacinamide 10% Zinc 1% Serum 30ml & Carenel Cicavita B5 Salicylic Acid Gentle Cleanser 150ml),Emart Combo,emart-combo,k-beauty-j-beauty|korean-beauty,internal,review,store_combo_not_origin_brand,manual_review
74287,pookie-combo-offer-6-buy-2-trendy-beauties-liquid-matte-waterproof-lipstick-and-get-1-free,Pookie Combo Offer-6 (Buy 2 Trendy Beauties Liquid Matte Waterproof Lipstick and get 1 free),Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
74289,pookie-combo-offer-5-buy-2-trendy-beauties-liquid-matte-waterproof-lipstick-and-get-1-free,Pookie Combo Offer-5 (Buy 2 Trendy Beauties Liquid Matte Waterproof Lipstick and get 1 free),Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
74291,pookie-combo-offer-4-beauty-glazed-phantom-concealer-beauty-glazed-soft-focus-powder-beauty-glazed-2in1-bushy-big-eyeliner-mascara-beauty-glazed-tint-blush-beauty-glazed-velvet-soft-mist-li,Pookie Combo Offer-4 (Beauty Glazed Phantom Concealer + Beauty Glazed Soft Focus Powder + Beauty Glazed 2in1 Bushy Big Eyeliner & Mascara + Beauty Glazed Tint Blush + Beauty Glazed Velvet Soft Mist Li,Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
74293,pookie-combo-offer-2-beauty-glazed-lively-waterproof-long-lasting-lip-liner-beauty-glazed-matte-lipstick,Pookie Combo Offer-2 (Beauty Glazed Lively Waterproof & Long Lasting Lip Liner + Beauty Glazed Matte Lipstick),Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
74295,pookie-combo-offer-1-beauty-glazed-lively-waterproof-long-lasting-lip-liner-beauty-glazed-lip-glow-oil-beauty-glazed-matte-lipstick,Pookie Combo Offer-1 (Beauty Glazed Lively Waterproof & Long Lasting Lip Liner + Beauty Glazed Lip Glow Oil + Beauty Glazed Matte Lipstick),Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
74296,pookie-combo-offer-5-buy-2-trendy-beauties-liquid-matte-waterproof-lipstick-and-get-1-free-2,Pookie Combo Offer-5 (Buy 2 Trendy Beauties Liquid Matte Waterproof Lipstick and get 1 free),Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
74306,hair-care-combo-01-skino-anti-hair-fall-solution-shampoo-220ml-skino-onion-hair-oil-with-onion-blackseed-hair-regrowth-oil-100ml,HAIR CARE COMBO-01 (SkinO Anti Hair Fall Solution Shampoo 220ml + Skino Onion Hair Oil With Onion Blackseed Hair Regrowth Oil 100ml ),Emart Combo,emart-combo,,internal,review,store_combo_not_origin_brand,manual_review
74935,multifunction-makeup-storage-bag,Multifunction Makeup Storage Bag,Emart Exclusive,emart-exclusive,,internal,review,store_label_not_origin_brand,manual_review
74937,sponges-makeup-5pcs-beauty-blender-makeup-puff-set-with-bottle,Sponges Makeup 5pcs Beauty Blender Makeup Puff Set With Bottle,Emart Exclusive,emart-exclusive,,internal,review,store_label_not_origin_brand,manual_review
74939,concealar-brush,Concealar Brush,Emart Exclusive,emart-exclusive,,internal,review,store_label_not_origin_brand,manual_review
55867,embla-angel-ring-argan-oil-100ml,Embla Angel Ring Argan Oil 100ml,Embela,embela,,,unknown,needs_research_or_user_review,manual_review
62722,embryolisse-lait-creme-concentre-nourishing-moisturiser-30ml,Embryolisse Lait-Crème Concentré Nourishing Moisturiser 30ml,Embryolisse,embryolisse,k-beauty-j-beauty|korean-beauty,france,safe,known_french_brand,dry_run_assign_pa_origin
62723,embryolisse-lait-creme-concentre-nourishing-moisturiser-75ml,Embryolisse Lait-Crème Concentré Nourishing Moisturiser 75ml,Embryolisse,embryolisse,k-beauty-j-beauty|korean-beauty,france,safe,known_french_brand,dry_run_assign_pa_origin
74419,enchanteur-gorgeous-satin-smooth-body-lotion-500ml,Enchanteur Gorgeous Satin Smooth Body Lotion 500ml,Enchanteur,enchanteur,,malaysia,safe,known_malaysian_brand,dry_run_assign_pa_origin
74421,enchanteur-perfumed-body-lotion-charming-500ml,Enchanteur Perfumed Body Lotion Charming 500ml,Enchanteur,enchanteur,,malaysia,safe,known_malaysian_brand,dry_run_assign_pa_origin
74423,enchanteur-elegant-musk-perfumed-body-lotion-500ml,Enchanteur Elegant Musk Perfumed Body Lotion 500ml,Enchanteur,enchanteur,,malaysia,safe,known_malaysian_brand,dry_run_assign_pa_origin
74425,enchanteur-alluring-perfumed-body-lotion-500ml,Enchanteur Alluring Perfumed Body Lotion 500ml,Enchanteur,enchanteur,,malaysia,safe,known_malaysian_brand,dry_run_assign_pa_origin
60627,enguun-mask-pack-sheet-mask-vitamin-c,Enguun Mask Pack -Sheet Mask – VITAMIN C,Enguun,enguun,,korea,review,verify_brand_origin,manual_review
60629,enguun-mask-pack-sheet-mask-hyaluronic-acid,Enguun Mask Pack -Sheet Mask – HYALURONIC ACID,Enguun,enguun,,korea,review,verify_brand_origin,manual_review
60631,enguun-mask-pack-sheet-mask-heart-leaf,Enguun Mask Pack -Sheet Mask – HEART LEAF,Enguun,enguun,,korea,review,verify_brand_origin,manual_review
60633,enguun-mask-pack-sheet-mask-collagen,Enguun Mask Pack -Sheet Mask – COLLAGEN,Enguun,enguun,,korea,review,verify_brand_origin,manual_review
61086,enprani-super-aqua-cream-200ml-ship,Enprani Super Aqua Cream 200ml Ship,Enprani,enprani,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61716,enprani-super-aqua-cream-200ml,Enprani Super Aqua Cream 200ml,Enprani,enprani,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
74427,enso-skin-super-light-brightening-gel-moisturizer-40ml,Enso Skin Super Light Brightening Gel Moisturizer 40ml,Ensoskin,ensoskin,,,unknown,needs_research_or_user_review,manual_review
59443,eqqualberry-purple-rice-pore-purifying-pack-cleanser-130g,EQQUALBERRY Purple Rice Pore Purifying Pack Cleanser 130g,Eqqualberry,eqqualberry,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59459,eqqualberry-swimming-pool-toner-155ml,EQQUALBERRY Swimming Pool Toner 155ml,Eqqualberry,eqqualberry,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59462,eqqualberry-swimming-pool-toner-300ml,EQQUALBERRY Swimming Pool Toner 300ml,Eqqualberry,eqqualberry,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59519,eqqualberry-bakuchiol-plumping-serum-30ml,EQQUALBERRY Bakuchiol Plumping Serum 30ml,Eqqualberry,eqqualberry,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59525,eqqualberry-vitamin-illuminating-serum-30ml,EQQUALBERRY Vitamin Illuminating Serum 30ml,Eqqualberry,eqqualberry,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61629,eqqualberry-serum-30-ml-bakuchiol-plumping,Eqqualberry Serum 30 ml - BAKUCHIOL Plumping,Eqqualberry,eqqualberry,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61814,eqqualberry-nad-peptide-boosting-serum-30ml,EQQUALBERRY NAD+ PEPTIDE BOOSTING SERUM 30ml,Eqqualberry,eqqualberry,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61816,eqqualberry-hyaltoin-flooding-serum-30ml,EQQUALBERRY HYALTOIN FLOODING SERUM 30ml,Eqqualberry,eqqualberry,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61818,eqqualberry-aloe-pdrn-calming-serum-30ml,EQQUALBERRY ALOE PDRN CALMING SERUM 30ml,Eqqualberry,eqqualberry,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62136,eqqualberry-collagen-pore-tight-up-gel-toner-pads-60pads,EQQUALBERRY Collagen Pore-Tight Up Gel Toner Pads 60Pads,Eqqualberry,eqqualberry,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62138,eqqualberry-collagen-glow-up-gel-toner-pads-60pads,EQQUALBERRY Collagen Glow Up Gel Toner Pads 60pads,Eqqualberry,eqqualberry,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
