reason,product_id,product_title,current_brand,proposed_brand,brand_change,current_size_attr,proposed_size,size_note,confidence,action,classify_reason
missing_size,60839,"Cetaphil Moisturising Cream",Cetaphil,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60845,"Dr.G Black Snail Special Set",Dr.G,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60893,"Tonymoly Intense Care Gold 24k Snail Skin Care Special Set",TonyMoly,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60895,"Cosrx Clear Fit Master Patch",Cosrx,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60901,"Maxim Mocha Gold Mild Coffee Mix 50 Sticks",Maxim,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60994,"Cosrx Acne + Pimple Master Patch",Cosrx,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60998,"On The Body Cashmere Perfume - Body Lotion - Sweet Love","On The Body",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,61076,"innisfree Energy Mask - GREEN TEA",innisfree,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,61278,"Ryo Sensitive Scalp Care Shampoo - Fruity Floral Musk Scent",Ryo,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,61404,"Maxim Mocha Gold Mild Coffee Mix - 100 STICKS",Maxim,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,61469,"RYO Vegan Hair Dye Cream - SOFT BLACK 3.0",Ryo,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,61470,"RYO Vegan Hair Dye Cream - Deep Brown 4.0",Ryo,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,61511,"Secretday Vegan Certified Organic Fresh Sanitary Pads Medium 16P","Secret Day",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,61573,"Dabo Make Up No Sebum Rose Pact SPF36 PA+++ - 21 Vanilla Beige",Dabo,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,61726,"Medicube Age-R Booster Pro - BLACK",Medicube,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,61727,"Medicube Age-R Booster Pro - PINK",Medicube,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62048,"Healthy Place Low Molecular Pomegranate Collagen 14 stick","Healthy Place",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62050,"Healthy Place Double Toning White Liposomal Glutathione 30 stick","Healthy Place",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62052,"Healthy Place Double Toning White Glutathione Collagen Stick 14 stick","Healthy Place",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62058,"AXIS-Y Vita Glow Lip Oil (Dreamy Olive)",Axis-Y,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62060,"AXIS-Y Vita Glow Lip Oil (Cozy Fig)",Axis-Y,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62062,"AXIS-Y Vita Glow Lip Oil (Chilled Berry)",Axis-Y,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62078,"NINE LESS Molecule-Clear 5% Mandelic Acid Serum 30m",Nineless,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62300,"cellpod Wrinkleless Perfector & Galvanic Wrinkleless Device",Cellpod,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62340,"Rom&nd THE JUICY LASTING TINT 04 FIG FIG",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62364,"Medicube PDRN PINK COLLAGEN GEL MASK 1EA",Medicube,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62372,"Medicube Beauty device AGE-R BOOSTER PRO EX",Medicube,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62394,"Rom&nd JUICY LASTING TINT 25. BARE GRAPE",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62396,"Rom&nd THE JUICY LASTING TINT 17 DARK COCONUT",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62440,"INSTREE ONION SPECIAL BOX",NEEDLY,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62692,"ROUND LAB Birch Juice Moisturizing Pad 80ea","Round Lab",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62704,"Bonajour 3-layer Pure Cotton Pads 80EA",Bonajour,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62731,"MARY & MAY Hyaluronic Panthenol Hydra Mask (30ea)","Mary &amp; May",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62785,"Rom&nd BLUR FUDGE TINT 08 CURRENT JAM",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62787,"Rom&nd JUICY LASTING TINT 17. PLUM COKE","Rom &amp; Nd",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62855,"HaruHaru Wonder Ultra Fit Facial Pads (160ea)","Haruharu Wonder",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62925,"Christian Dean Secret Tone-up Sun Cream SPF 50+ PA+++","Christian Dean",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,62927,"Round Lab 1025 Dokdo Toner + Birch Juice Moisturizing Sunscreen Set","Round Lab",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63051,"Rom&nd BLUR FUDGE TINT 10 FUDGE RED",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63053,"Rom&nd BLUR FUDGE TINT 03 MUSKY",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63055,"Rom&nd DEWYFUL WATER TINT 12. CANYON",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63057,"Rom&nd DEWYFUL WATER TINT 07.CHERRY WAY",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63059,"Rom&nd GLASTING WATER TINT 08.ROSE STREAM",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63061,"Rom&nd ZERO VELVET TINT 12. ANNE SHIRLEY",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63063,"Rom&nd ZERO VELVET TINT 07.FIZZ",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63065,"Rom&nd ZERO VELVET TINT 02.JOYFUL",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63067,"Rom&nd THE JUICY LASTING TINT 02 NUCADAMIA",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63069,"Rom&nd JUICY LASTING TINT 07.JUJUBE",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63279,"Numbuzin No.4 Full-Nutrient Firming Cream 60m",Numbuzin,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63305,"Etude House Dear Darling Water Tint 03 Orange Ade","Etude House",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63365,"Etude House Dear Darling Water Tint #01 Strawberry ade","Etude House",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63367,"Etude House Dear Darling Water Tint #02 Cherry Ade","Etude House",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63417,"G9 SKIN I’m Pine Pore Solution Pad 60ea","G9 Skin",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63559,"Heimish All Clean Green Pore Toner Pad 75ea",Heimish,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,63925,"iUNIK CENTELLA MINI SET",iUNIK,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74048,"Absolute New York Click Cover Concealer MFCC14 CC Green","Absolute New York",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74100,"Aztec Secret Indian Healing Clay","Aztec Secret",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74130,"Beauty Formulas Hair Removal Wax Strips Face & Bikini Line","Beauty Formulas",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74158,"Beauty Glazed Soft Focus Powder Shade 102","Beauty Glazed",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74160,"Beauty Glazed Soft Focus Powder Shade 101","Beauty Glazed",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74171,"Beauty Glazed Nose Pore Strips","Beauty Glazed",,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,74185,"Beauty Glazed Velvet Soft Mist Lipstick -112","Beauty Glazed",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74187,"Beauty Glazed Velvet Soft Mist Lipstick -110","Beauty Glazed",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74189,"Beauty Glazed Velvet Soft Mist Lipstick -109","Beauty Glazed",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74201,"Beauty Glazed Full Coverage Concealer - Color 401","Beauty Glazed",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74203,"Beauty Glazed Softly 6 Colors Concealer Palette - 401","Beauty Glazed",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74205,"Beauty Glazed Softly 6 Colors Concealer Palette - 402","Beauty Glazed",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74223,"Blaze O Skin Shower Gel On An Island 250","Blaze O Skin",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74229,"BOB Keen Black 24H Pencil Gel Eyeliner",Bob,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74235,"Boots Vitamin C Brightening Sheer Sunscreen SPF50+ PA++++",Boots,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74374,"DHC Slow Release Special Vitamin C Supplement tablet 60 days",DHC,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74386,"Dot and Key Strawberry Dew Tinted Sunscreen SPF 50+ PA++++ (01 Porcelain)","Dot &amp; Key",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74388,"Dot and Key Strawberry Dew Tinted Sunscreen SPF 50+ PA++++ (03 Sand)","Dot &amp; Key",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74402,"Durex Play Single Speed Vibrating Bullet for Women",Durex,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,74406,"Durex Durex Thin Feel - 12 Condoms",Durex,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74407,"Durex Durex Thin Feel - 12 Condoms",Durex,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74409,"Durex Extra Safe - 12 Condoms",Durex,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74411,"Durex Fetherlite - 12 Condoms",Durex,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74413,"Durex Extra Thin Intense Chocolate Flavoured - 10 Condoms",Durex,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74415,"Durex Extra Dots For Extra Simulation - 3 Condoms",Durex,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74417,"Durex Extra Thin Strawberry Flavoured - 3 Condoms",Durex,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74431,"Essence Lash Princess Volume Mascara",Essence,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74433,"Essence Lash Princess False Lash Effect Mascara",Essence,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74454,"Everly Beauties Pure Matte Full Coverage Concealer & Corrector (Pure Beige)","Everly Beauties",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74456,"Everly Beauties Pure Matte Full Coverage Concealer & Corrector (Ivory)","Everly Beauties",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74476,"Gillette Venus Oceana Women’s Disposable Razors (3s)",Gillette,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,74480,"Gillette Venus Treasures 3 Blades Disposable 3in1 Razor",Gillette,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,74482,"Gillette Venus Razor with Aloe Extract for Women",Gillette,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,74490,"Groome Makeup Blender Sponge (Yellow)",Groome,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74530,"IMAGIC PROfessional Cosmetics Makeup Sponge Burgundy",Imagic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74532,"IMAGIC PROfessional Cosmetics Makeup Sponge Pink",Imagic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74546,"Imagic Eye Lash Curler",Imagic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74548,"IMAGIC 48 Colors Eyeshadow Palette",Imagic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74550,"IMAGIC Chalice 36 Color Eyeshadow Palette",Imagic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74551,"IMAGIC 48 Colors Eyeshadow Palette",Imagic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74553,"IMAGIC Matte Finish Long Wearing Foundation (1391) Cool porcelain",Imagic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74555,"IMAGIC FULL COVERAGE FOUNDATION (1212) - Slightly Pink",Imagic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74557,"Insight Super Kajal",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74559,"insight 4x intense kohl kajal",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74561,"Insight Super Stay Lipstick-20 Valencia",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74563,"Insight Super Stay Lipstick-19 Odette",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74565,"Insight Super Stay Lipstick-05 Nyra",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74567,"Insight Cosmetics Beauty Blender Sponge Applicator -Pink",Insight,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,74569,"Insight Cosmetics Beauty Blender Sponge Applicator -Orange",Insight,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,74571,"Insight HD Conceal.Correct.Contour -Medium Skin",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74573,"Insight Mineralized Compact Powder-MNY30",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74575,"Insight Eyebrow Pallet",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74577,"Insight Cream Blusher-01",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74579,"Insight Cream Blusher-04 (Watermelon Popsicle)",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74581,"Insight All Love Eyes on you Eyeshadow Pallet",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74583,"Insight Ultrathin Foundation-LN13",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74585,"Insight Ultrathin Foundation-LN15",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74587,"Insight HD Finishing Lose Powder-Light-11",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74589,"Insight Pro Concealer Palette",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74591,"Insight HD Concealer-Golden Russet",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74593,"Insight HD Concealer-Porcelain-05",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74595,"Insight HD Concealer-Orange-09",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74597,"Insight Intense Kohl Kajal (Nude)",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74599,"Insight Lash Extension Mascara",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74601,"Insight Ultra Curl mascara",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74603,"Insight Waterproof Matte Eyeliner",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74605,"Insight make Up Fixer Spray",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74607,"Insight 3 In 1 Oil Free Primer",Insight,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74611,"J.Cat Beauty Indense Mineral Compact Powder (Bare Skin 103)",J.cat,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74613,"Jigott Collagen UV Sun Block SPF50+ PA+++",Jigott,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74628,"Kiss Beauty Bling Bling Liquid Highlighter #03","Kiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74651,"Kota Cosmetics Hair Color - Metal","Kota Cosmetics",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74653,"Kota Cosmetics Hair Color - Tortilla","Kota Cosmetics",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74655,"Kota Cosmetics Hair Color - Mellow","Kota Cosmetics",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74657,"Kota Cosmetics Hair Color - Sepia","Kota Cosmetics",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74659,"Kota Cosmetics Hair Color - Whisper","Kota Cosmetics",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74668,"Kota Cosmetics Hair Color - Tortilla","Kota Cosmetics",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74669,"Kota Cosmetics Hair Color - Mellow","Kota Cosmetics",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74673,"Loreal Paris Elvive Colour Protect Anti-Brassiness Purple Conditioner",L'Oreal,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74675,"LA Girl Brow Pomade Long-lasting Gel Formula Soft Black GPB 366","L.A. Girl",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74677,"L. A. Girl Pro Matte Foundation Nude GLM716","L.A. Girl",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74679,"L.A. Girl Pro Matte Foundation Glm671 Ivory","L.A. Girl",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74686,"LA Girl Brow Pomade Long-lasting Gel Formula Soft Black GPB 366","L.A. Girl",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74687,"L. A. Girl Pro Matte Foundation Nude GLM716","L.A. Girl",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74697,"LMLTOP Make Bowl Set",Lmltop,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74719,"LAIKOU Matcha Sleeping Face Mask",LAIKOU,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74729,"Lakme Sun Expert Ultra Matte SPF 40 PA+++ Compact",Lakme,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74731,"Lavino Vitamin C Face Wash - with Tangerine Extract",Lavino,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74770,"Maange Makeup Clean Sponge",Maange,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74847,"Maybelline Super Stay Vinyl Ink Long-Wear Liquid Lipstick (115-Peppy)",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
